,Date,variable,value
36450, 17 August 2010 06:12,Abs Edit Size,85
36451, 17 August 2010 06:11,Abs Edit Size,309
36452, 17 August 2010 06:03,Abs Edit Size,300
36453, 17 August 2010 06:02,Abs Edit Size,"1,782"
36454, 16 August 2010 07:16,Abs Edit Size,315
36455, 15 August 2010 23:48,Abs Edit Size,903
36456, 15 August 2010 23:37,Abs Edit Size,313
36457, 15 August 2010 23:36,Abs Edit Size,696
36458, 15 August 2010 23:07,Abs Edit Size,74
36459, 15 August 2010 22:55,Abs Edit Size,3
36460, 15 August 2010 22:54,Abs Edit Size,833
36461, 15 August 2010 22:15,Abs Edit Size,313
36462, 15 August 2010 22:14,Abs Edit Size,330
36463, 15 August 2010 20:49,Abs Edit Size,237
36464, 15 August 2010 20:03,Abs Edit Size,277
36465, 15 August 2010 19:59,Abs Edit Size,104
36466, 15 August 2010 19:55,Abs Edit Size,"1,230"
36467, 15 August 2010 19:20,Abs Edit Size,984
36468, 15 August 2010 19:11,Abs Edit Size,90
36469, 15 August 2010 19:10,Abs Edit Size,107
36470, 15 August 2010 19:05,Abs Edit Size,"1,071"
36471, 15 August 2010 18:51,Abs Edit Size,247
36472, 15 August 2010 18:50,Abs Edit Size,40
36473, 15 August 2010 18:48,Abs Edit Size,910
36474, 15 August 2010 18:36,Abs Edit Size,12
36475, 15 August 2010 17:58,Abs Edit Size,3
36476, 15 August 2010 17:58,Abs Edit Size,327
36477, 15 August 2010 11:28,Abs Edit Size,597
36478, 15 August 2010 08:35,Abs Edit Size,207
36479, 15 August 2010 07:57,Abs Edit Size,"2,655"
36480, 15 August 2010 01:09,Abs Edit Size,2
36481, 15 August 2010 01:06,Abs Edit Size,60
36482, 15 August 2010 00:50,Abs Edit Size,366
36483, 14 August 2010 19:42,Abs Edit Size,90
36484, 14 August 2010 19:41,Abs Edit Size,348
36485, 14 August 2010 19:10,Abs Edit Size,"2,591"
36486, 28 June 2010 14:40,Abs Edit Size,734
36487, 28 June 2010 14:39,Abs Edit Size,192
36488, 28 June 2010 14:38,Abs Edit Size,"3,710"
36489, 28 June 2010 14:35,Abs Edit Size,390
36490, 28 June 2010 14:34,Abs Edit Size,27
36491, 28 June 2010 14:33,Abs Edit Size,0
36492, 28 June 2010 12:15,Abs Edit Size,194
36493, 28 June 2010 12:14,Abs Edit Size,194
36494, 26 June 2010 19:13,Abs Edit Size,297
36495, 26 June 2010 19:12,Abs Edit Size,437
36496, 16 June 2010 05:34,Abs Edit Size,851
36497, 6 June 2010 05:31,Abs Edit Size,"24,771"
36498, 23 May 2010 06:49,Abs Edit Size,18
36499, 23 May 2010 03:21,Abs Edit Size,"1,240"
36500, 6 May 2010 05:23,Abs Edit Size,"9,437"
36501, 22 April 2010 05:20,Abs Edit Size,"4,133"
36502, 12 April 2010 12:36,Abs Edit Size,0
36503, 12 April 2010 11:47,Abs Edit Size,20
36504, 12 April 2010 11:42,Abs Edit Size,678
36505, 12 April 2010 10:46,Abs Edit Size,952
36506, 12 April 2010 09:55,Abs Edit Size,227
36507, 12 April 2010 04:12,Abs Edit Size,363
36508, 6 April 2010 18:43,Abs Edit Size,0
36509, 6 April 2010 18:42,Abs Edit Size,137
36510, 6 April 2010 18:19,Abs Edit Size,90
36511, 6 April 2010 18:18,Abs Edit Size,53
36512, 6 April 2010 18:14,Abs Edit Size,15
36513, 6 April 2010 18:13,Abs Edit Size,1
36514, 6 April 2010 18:13,Abs Edit Size,294
36515, 6 April 2010 18:09,Abs Edit Size,294
36516, 6 April 2010 18:09,Abs Edit Size,95
36517, 28 March 2010 14:36,Abs Edit Size,106
36518, 17 March 2010 08:30,Abs Edit Size,"1,131"
36519, 17 March 2010 08:16,Abs Edit Size,610
36520, 16 March 2010 04:28,Abs Edit Size,236
36521, 8 March 2010 00:44,Abs Edit Size,0
36522, 8 March 2010 00:32,Abs Edit Size,93
36523, 7 March 2010 23:13,Abs Edit Size,93
36524, 7 March 2010 23:05,Abs Edit Size,129
36525, 7 March 2010 22:50,Abs Edit Size,398
36526, 7 March 2010 22:50,Abs Edit Size,218
36527, 7 March 2010 22:48,Abs Edit Size,180
36528, 7 March 2010 22:47,Abs Edit Size,"26,941"
36529, 7 March 2010 21:58,Abs Edit Size,27
36530, 7 March 2010 21:57,Abs Edit Size,306
36531, 7 March 2010 21:56,Abs Edit Size,"5,070"
36532, 7 March 2010 21:54,Abs Edit Size,"1,151"
36533, 7 March 2010 21:54,Abs Edit Size,820
36534, 7 March 2010 21:53,Abs Edit Size,"19,007"
36535, 7 March 2010 21:48,Abs Edit Size,560
36536, 7 March 2010 21:40,Abs Edit Size,35
36537, 7 March 2010 21:39,Abs Edit Size,525
36538, 7 March 2010 21:17,Abs Edit Size,99
36539, 7 March 2010 21:07,Abs Edit Size,99
36540, 7 March 2010 21:03,Abs Edit Size,374
36541, 7 March 2010 20:31,Abs Edit Size,126
36542, 7 March 2010 20:26,Abs Edit Size,21
36543, 7 March 2010 20:24,Abs Edit Size,113
36544, 7 March 2010 20:22,Abs Edit Size,589
36545, 7 March 2010 20:16,Abs Edit Size,35
36546, 7 March 2010 20:13,Abs Edit Size,"1,440"
36547, 7 March 2010 19:52,Abs Edit Size,525
36548, 7 March 2010 19:44,Abs Edit Size,300
36549, 7 March 2010 19:41,Abs Edit Size,831
36550, 7 March 2010 19:40,Abs Edit Size,1
36551, 7 March 2010 19:39,Abs Edit Size,"1,015"
36552, 7 March 2010 19:30,Abs Edit Size,272
36553, 7 March 2010 19:28,Abs Edit Size,385
36554, 7 March 2010 19:23,Abs Edit Size,1
36555, 7 March 2010 19:23,Abs Edit Size,1
36556, 7 March 2010 19:22,Abs Edit Size,294
36557, 7 March 2010 19:20,Abs Edit Size,277
36558, 7 March 2010 19:17,Abs Edit Size,653
36559, 7 March 2010 19:07,Abs Edit Size,414
36560, 7 March 2010 19:04,Abs Edit Size,656
36561, 7 March 2010 18:53,Abs Edit Size,"1,155"
36562, 7 March 2010 18:40,Abs Edit Size,302
36563, 7 March 2010 18:34,Abs Edit Size,28
36564, 7 March 2010 18:29,Abs Edit Size,0
36565, 7 March 2010 18:28,Abs Edit Size,32
36566, 7 March 2010 18:27,Abs Edit Size,192
36567, 7 March 2010 18:23,Abs Edit Size,202
36568, 7 March 2010 18:21,Abs Edit Size,7
36569, 7 March 2010 18:00,Abs Edit Size,10
36570, 7 March 2010 17:15,Abs Edit Size,124
36571, 7 March 2010 17:10,Abs Edit Size,6
36572, 7 March 2010 17:08,Abs Edit Size,29
36573, 7 March 2010 17:05,Abs Edit Size,0
36574, 7 March 2010 17:04,Abs Edit Size,0
36575, 7 March 2010 17:03,Abs Edit Size,1
36576, 7 March 2010 17:02,Abs Edit Size,394
36577, 7 March 2010 16:59,Abs Edit Size,96
36578, 7 March 2010 16:51,Abs Edit Size,8
36579, 7 March 2010 16:49,Abs Edit Size,31
36580, 7 March 2010 16:47,Abs Edit Size,25
36581, 7 March 2010 16:46,Abs Edit Size,258
36582, 7 March 2010 16:39,Abs Edit Size,1
36583, 7 March 2010 16:37,Abs Edit Size,64
36584, 7 March 2010 16:35,Abs Edit Size,19
36585, 7 March 2010 16:33,Abs Edit Size,"1,354"
36586, 7 March 2010 16:19,Abs Edit Size,12
36587, 7 March 2010 16:18,Abs Edit Size,17
36588, 7 March 2010 16:14,Abs Edit Size,50
36589, 7 March 2010 15:29,Abs Edit Size,2
36590, 7 March 2010 15:28,Abs Edit Size,158
36591, 7 March 2010 15:27,Abs Edit Size,1
36592, 7 March 2010 15:26,Abs Edit Size,659
36593, 7 March 2010 15:21,Abs Edit Size,165
36594, 7 March 2010 15:19,Abs Edit Size,149
36595, 7 March 2010 15:18,Abs Edit Size,155
36596, 7 March 2010 15:13,Abs Edit Size,121
36597, 7 March 2010 15:08,Abs Edit Size,608
36598, 7 March 2010 15:04,Abs Edit Size,325
36599, 7 March 2010 15:02,Abs Edit Size,0
36600, 7 March 2010 15:01,Abs Edit Size,278
36601, 7 March 2010 15:00,Abs Edit Size,298
36602, 7 March 2010 14:56,Abs Edit Size,185
36603, 7 March 2010 14:53,Abs Edit Size,264
36604, 7 March 2010 14:48,Abs Edit Size,151
36605, 7 March 2010 14:42,Abs Edit Size,393
36606, 7 March 2010 14:40,Abs Edit Size,146
36607, 7 March 2010 14:39,Abs Edit Size,232
36608, 7 March 2010 14:37,Abs Edit Size,501
36609, 7 March 2010 14:33,Abs Edit Size,268
36610, 7 March 2010 14:15,Abs Edit Size,231
36611, 7 March 2010 14:03,Abs Edit Size,203
36612, 7 March 2010 13:35,Abs Edit Size,606
36613, 7 March 2010 13:21,Abs Edit Size,0
36614, 7 March 2010 13:11,Abs Edit Size,86
36615, 7 March 2010 13:09,Abs Edit Size,90
36616, 7 March 2010 13:09,Abs Edit Size,375
36617, 7 March 2010 13:06,Abs Edit Size,"5,619"
36618, 7 March 2010 12:37,Abs Edit Size,"5,619"
36619, 7 March 2010 12:36,Abs Edit Size,1
36620, 7 March 2010 12:34,Abs Edit Size,198
36621, 7 March 2010 12:31,Abs Edit Size,695
36622, 7 March 2010 12:25,Abs Edit Size,200
36623, 7 March 2010 12:24,Abs Edit Size,1
36624, 7 March 2010 12:23,Abs Edit Size,570
36625, 7 March 2010 12:14,Abs Edit Size,264
36626, 7 March 2010 12:14,Abs Edit Size,1
36627, 7 March 2010 12:10,Abs Edit Size,341
36628, 7 March 2010 12:06,Abs Edit Size,4
36629, 7 March 2010 12:01,Abs Edit Size,65
36630, 7 March 2010 11:58,Abs Edit Size,223
36631, 7 March 2010 11:52,Abs Edit Size,1
36632, 7 March 2010 11:48,Abs Edit Size,718
36633, 7 March 2010 11:41,Abs Edit Size,6
36634, 7 March 2010 11:40,Abs Edit Size,2
36635, 7 March 2010 11:39,Abs Edit Size,194
36636, 7 March 2010 11:35,Abs Edit Size,28
36637, 7 March 2010 11:34,Abs Edit Size,6
36638, 7 March 2010 11:32,Abs Edit Size,1
36639, 7 March 2010 11:27,Abs Edit Size,6
36640, 7 March 2010 11:21,Abs Edit Size,"2,098"
36641, 2 March 2010 07:39,Abs Edit Size,0
36642, 24 February 2010 12:21,Abs Edit Size,127
36643, 24 February 2010 12:19,Abs Edit Size,6
36644, 24 February 2010 12:18,Abs Edit Size,443
36645, 24 February 2010 12:02,Abs Edit Size,0
36646, 24 February 2010 12:01,Abs Edit Size,70
36647, 24 February 2010 12:00,Abs Edit Size,176
36648, 19 February 2010 01:07,Abs Edit Size,462
36649, 4 February 2010 22:41,Abs Edit Size,532
36650, 4 February 2010 05:03,Abs Edit Size,"32,950"
36651, 3 February 2010 14:58,Abs Edit Size,872
36652, 3 February 2010 14:43,Abs Edit Size,236
36653, 3 February 2010 14:26,Abs Edit Size,141
36654, 3 February 2010 14:24,Abs Edit Size,495
36655, 3 February 2010 12:38,Abs Edit Size,1
36656, 3 February 2010 12:38,Abs Edit Size,240
36657, 3 February 2010 11:49,Abs Edit Size,57
36658, 3 February 2010 11:47,Abs Edit Size,14
36659, 3 February 2010 11:45,Abs Edit Size,839
36660, 22 January 2010 22:54,Abs Edit Size,"1,576"
36661, 22 January 2010 19:16,Abs Edit Size,184
36662, 22 January 2010 19:05,Abs Edit Size,452
36663, 22 January 2010 18:00,Abs Edit Size,131
36664, 22 January 2010 17:56,Abs Edit Size,530
36665, 22 January 2010 15:45,Abs Edit Size,227
36666, 22 January 2010 15:43,Abs Edit Size,468
36667, 22 January 2010 15:24,Abs Edit Size,140
36668, 22 January 2010 15:08,Abs Edit Size,630
36669, 22 January 2010 14:54,Abs Edit Size,201
36670, 22 January 2010 14:51,Abs Edit Size,303
36671, 22 January 2010 14:50,Abs Edit Size,136
36672, 22 January 2010 11:08,Abs Edit Size,1
36673, 22 January 2010 11:08,Abs Edit Size,43
36674, 22 January 2010 10:12,Abs Edit Size,113
36675, 22 January 2010 10:10,Abs Edit Size,"2,225"
36676, 22 January 2010 01:14,Abs Edit Size,466
36677, 22 January 2010 00:55,Abs Edit Size,48
36678, 22 January 2010 00:52,Abs Edit Size,199
36679, 22 January 2010 00:48,Abs Edit Size,167
36680, 22 January 2010 00:41,Abs Edit Size,7
36681, 22 January 2010 00:40,Abs Edit Size,"1,027"
36682, 22 January 2010 00:26,Abs Edit Size,58
36683, 22 January 2010 00:11,Abs Edit Size,"1,394"
36684, 21 January 2010 23:49,Abs Edit Size,92
36685, 21 January 2010 23:43,Abs Edit Size,427
36686, 21 January 2010 23:39,Abs Edit Size,163
36687, 21 January 2010 23:36,Abs Edit Size,235
36688, 21 January 2010 23:35,Abs Edit Size,14
36689, 21 January 2010 23:34,Abs Edit Size,56
36690, 21 January 2010 23:32,Abs Edit Size,672
36691, 21 January 2010 23:17,Abs Edit Size,"1,308"
36692, 21 January 2010 22:59,Abs Edit Size,180
36693, 21 January 2010 22:47,Abs Edit Size,45
36694, 21 January 2010 22:31,Abs Edit Size,105
36695, 21 January 2010 22:29,Abs Edit Size,2
36696, 21 January 2010 22:29,Abs Edit Size,224
36697, 21 January 2010 22:25,Abs Edit Size,79
36698, 21 January 2010 22:22,Abs Edit Size,164
36699, 21 January 2010 22:17,Abs Edit Size,51
36700, 21 January 2010 22:07,Abs Edit Size,272
36701, 21 January 2010 22:04,Abs Edit Size,8
36702, 21 January 2010 22:03,Abs Edit Size,182
36703, 21 January 2010 21:55,Abs Edit Size,259
36704, 21 January 2010 21:27,Abs Edit Size,240
36705, 21 January 2010 21:26,Abs Edit Size,624
36706, 21 January 2010 21:21,Abs Edit Size,"3,951"
36707, 21 January 2010 21:07,Abs Edit Size,140
36708, 21 January 2010 21:06,Abs Edit Size,419
36709, 21 January 2010 21:02,Abs Edit Size,192
36710, 21 January 2010 21:01,Abs Edit Size,566
36711, 21 January 2010 20:32,Abs Edit Size,626
36712, 21 January 2010 17:23,Abs Edit Size,265
36713, 21 January 2010 14:47,Abs Edit Size,768
36714, 21 January 2010 07:47,Abs Edit Size,93
36715, 21 January 2010 07:45,Abs Edit Size,762
36716, 21 January 2010 04:46,Abs Edit Size,"6,313"
36717, 21 January 2010 01:31,Abs Edit Size,"1,231"
36718, 21 January 2010 00:31,Abs Edit Size,414
36719, 21 January 2010 00:25,Abs Edit Size,326
36720, 21 January 2010 00:17,Abs Edit Size,919
36721, 20 January 2010 17:58,Abs Edit Size,516
36722, 20 January 2010 17:55,Abs Edit Size,0
36723, 20 January 2010 15:21,Abs Edit Size,321
36724, 20 January 2010 15:20,Abs Edit Size,616
36725, 20 January 2010 02:17,Abs Edit Size,7
36726, 20 January 2010 02:02,Abs Edit Size,7
36727, 5 January 2010 06:37,Abs Edit Size,7
36728, 5 January 2010 06:36,Abs Edit Size,7
36729, 5 January 2010 06:34,Abs Edit Size,6
36730, 16 December 2009 22:47,Abs Edit Size,"1,340"
36731, 16 December 2009 20:47,Abs Edit Size,"1,340"
36732, 16 December 2009 18:12,Abs Edit Size,"1,340"
36733, 15 December 2009 12:29,Abs Edit Size,6
36734, 7 December 2009 19:53,Abs Edit Size,20
36735, 7 December 2009 11:13,Abs Edit Size,73
36736, 7 December 2009 11:11,Abs Edit Size,16
36737, 7 December 2009 11:09,Abs Edit Size,1
36738, 7 December 2009 11:07,Abs Edit Size,4
36739, 7 December 2009 11:06,Abs Edit Size,207
36740, 5 December 2009 23:57,Abs Edit Size,"1,385"
36741, 5 December 2009 23:24,Abs Edit Size,209
36742, 5 December 2009 23:19,Abs Edit Size,224
36743, 5 December 2009 23:17,Abs Edit Size,111
36744, 5 December 2009 23:00,Abs Edit Size,151
36745, 5 December 2009 22:56,Abs Edit Size,4
36746, 5 December 2009 22:55,Abs Edit Size,198
36747, 5 December 2009 22:53,Abs Edit Size,5
36748, 5 December 2009 22:52,Abs Edit Size,654
36749, 5 December 2009 22:00,Abs Edit Size,"1,149"
36750, 5 December 2009 19:14,Abs Edit Size,647
36751, 5 December 2009 19:08,Abs Edit Size,1
36752, 5 December 2009 19:06,Abs Edit Size,501
36753, 5 December 2009 18:57,Abs Edit Size,319
36754, 5 December 2009 18:55,Abs Edit Size,868
36755, 26 November 2009 22:23,Abs Edit Size,3
36756, 26 November 2009 21:38,Abs Edit Size,3
36757, 18 November 2009 01:37,Abs Edit Size,526
36758, 18 November 2009 01:36,Abs Edit Size,526
36759, 24 October 2009 17:23,Abs Edit Size,458
36760, 24 October 2009 17:14,Abs Edit Size,93
36761, 24 October 2009 17:13,Abs Edit Size,610
36762, 24 October 2009 17:04,Abs Edit Size,17
36763, 24 October 2009 17:03,Abs Edit Size,3
36764, 24 October 2009 17:03,Abs Edit Size,315
36765, 24 October 2009 16:47,Abs Edit Size,15
36766, 24 October 2009 16:39,Abs Edit Size,987
36767, 24 October 2009 16:27,Abs Edit Size,"2,596"
36768, 24 October 2009 16:05,Abs Edit Size,217
36769, 24 October 2009 16:04,Abs Edit Size,596
36770, 24 October 2009 15:39,Abs Edit Size,1
36771, 24 October 2009 15:39,Abs Edit Size,372
36772, 24 October 2009 15:02,Abs Edit Size,198
36773, 24 October 2009 14:59,Abs Edit Size,198
36774, 24 October 2009 14:52,Abs Edit Size,"3,959"
36775, 24 October 2009 14:46,Abs Edit Size,433
36776, 24 October 2009 14:23,Abs Edit Size,23
36777, 24 October 2009 14:00,Abs Edit Size,447
36778, 24 October 2009 13:54,Abs Edit Size,81
36779, 24 October 2009 13:24,Abs Edit Size,108
36780, 24 October 2009 13:21,Abs Edit Size,272
36781, 24 October 2009 13:15,Abs Edit Size,384
36782, 24 October 2009 13:11,Abs Edit Size,296
36783, 24 October 2009 13:07,Abs Edit Size,182
36784, 24 October 2009 13:05,Abs Edit Size,15
36785, 24 October 2009 13:04,Abs Edit Size,13
36786, 24 October 2009 12:53,Abs Edit Size,216
36787, 24 October 2009 12:51,Abs Edit Size,345
36788, 24 October 2009 12:46,Abs Edit Size,353
36789, 24 October 2009 11:38,Abs Edit Size,821
36790, 24 October 2009 11:29,Abs Edit Size,125
36791, 24 October 2009 11:25,Abs Edit Size,74
36792, 24 October 2009 10:32,Abs Edit Size,"1,211"
36793, 24 October 2009 04:45,Abs Edit Size,743
36794, 23 October 2009 23:46,Abs Edit Size,258
36795, 23 October 2009 21:19,Abs Edit Size,387
36796, 23 October 2009 21:12,Abs Edit Size,226
36797, 23 October 2009 21:10,Abs Edit Size,158
36798, 23 October 2009 21:08,Abs Edit Size,5
36799, 23 October 2009 21:06,Abs Edit Size,913
36800, 23 October 2009 20:59,Abs Edit Size,328
36801, 23 October 2009 20:57,Abs Edit Size,721
36802, 23 October 2009 20:44,Abs Edit Size,440
36803, 23 October 2009 20:41,Abs Edit Size,139
36804, 23 October 2009 20:35,Abs Edit Size,291
36805, 23 October 2009 20:33,Abs Edit Size,261
36806, 23 October 2009 20:31,Abs Edit Size,168
36807, 23 October 2009 20:30,Abs Edit Size,379
36808, 23 October 2009 20:26,Abs Edit Size,114
36809, 23 October 2009 20:25,Abs Edit Size,162
36810, 23 October 2009 20:23,Abs Edit Size,291
36811, 23 October 2009 20:21,Abs Edit Size,536
36812, 23 October 2009 20:15,Abs Edit Size,146
36813, 23 October 2009 20:13,Abs Edit Size,394
36814, 23 October 2009 20:09,Abs Edit Size,992
36815, 23 October 2009 19:57,Abs Edit Size,703
36816, 23 October 2009 19:55,Abs Edit Size,299
36817, 23 October 2009 19:51,Abs Edit Size,685
36818, 23 October 2009 19:45,Abs Edit Size,341
36819, 23 October 2009 19:44,Abs Edit Size,4
36820, 23 October 2009 19:43,Abs Edit Size,"1,437"
36821, 23 October 2009 19:30,Abs Edit Size,200
36822, 23 October 2009 19:29,Abs Edit Size,608
36823, 23 October 2009 19:20,Abs Edit Size,188
36824, 23 October 2009 19:19,Abs Edit Size,4
36825, 23 October 2009 19:18,Abs Edit Size,"2,290"
36826, 22 October 2009 16:30,Abs Edit Size,444
36827, 22 October 2009 16:27,Abs Edit Size,134
36828, 22 October 2009 16:26,Abs Edit Size,224
36829, 22 October 2009 16:24,Abs Edit Size,264
36830, 22 October 2009 16:21,Abs Edit Size,178
36831, 22 October 2009 16:00,Abs Edit Size,3
36832, 22 October 2009 15:59,Abs Edit Size,314
36833, 22 October 2009 15:57,Abs Edit Size,443
36834, 22 October 2009 15:57,Abs Edit Size,6
36835, 22 October 2009 15:56,Abs Edit Size,192
36836, 22 October 2009 15:54,Abs Edit Size,47
36837, 22 October 2009 15:46,Abs Edit Size,47
36838, 22 October 2009 15:46,Abs Edit Size,152
36839, 22 October 2009 15:37,Abs Edit Size,777
36840, 22 October 2009 15:30,Abs Edit Size,125
36841, 22 October 2009 15:25,Abs Edit Size,294
36842, 22 October 2009 15:14,Abs Edit Size,771
36843, 22 October 2009 07:32,Abs Edit Size,130
36844, 21 October 2009 16:54,Abs Edit Size,152
36845, 21 October 2009 16:23,Abs Edit Size,91
36846, 21 October 2009 16:20,Abs Edit Size,332
36847, 21 October 2009 16:19,Abs Edit Size,771
36848, 21 October 2009 16:16,Abs Edit Size,650
36849, 21 October 2009 16:16,Abs Edit Size,"1,465"
36850, 21 October 2009 16:15,Abs Edit Size,182
36851, 21 October 2009 16:14,Abs Edit Size,707
36852, 21 October 2009 16:05,Abs Edit Size,334
36853, 21 October 2009 15:56,Abs Edit Size,"1,776"
36854, 21 October 2009 04:06,Abs Edit Size,"5,465"
36855, 21 October 2009 01:34,Abs Edit Size,477
36856, 20 October 2009 22:35,Abs Edit Size,65
36857, 20 October 2009 22:34,Abs Edit Size,268
36858, 20 October 2009 22:32,Abs Edit Size,196
36859, 20 October 2009 22:29,Abs Edit Size,1
36860, 20 October 2009 22:25,Abs Edit Size,574
36861, 20 October 2009 22:14,Abs Edit Size,358
36862, 20 October 2009 22:11,Abs Edit Size,3
36863, 20 October 2009 22:11,Abs Edit Size,398
36864, 20 October 2009 21:46,Abs Edit Size,911
36865, 20 October 2009 21:28,Abs Edit Size,210
36866, 20 October 2009 21:25,Abs Edit Size,118
36867, 20 October 2009 20:59,Abs Edit Size,57
36868, 20 October 2009 20:57,Abs Edit Size,218
36869, 20 October 2009 20:53,Abs Edit Size,168
36870, 20 October 2009 20:31,Abs Edit Size,9
36871, 20 October 2009 20:30,Abs Edit Size,1
36872, 20 October 2009 20:29,Abs Edit Size,337
36873, 20 October 2009 20:16,Abs Edit Size,219
36874, 20 October 2009 20:14,Abs Edit Size,202
36875, 20 October 2009 20:12,Abs Edit Size,0
36876, 20 October 2009 20:11,Abs Edit Size,243
36877, 20 October 2009 20:01,Abs Edit Size,245
36878, 20 October 2009 19:52,Abs Edit Size,379
36879, 20 October 2009 19:48,Abs Edit Size,"3,196"
36880, 20 October 2009 19:43,Abs Edit Size,207
36881, 20 October 2009 19:42,Abs Edit Size,1
36882, 20 October 2009 19:41,Abs Edit Size,"1,466"
36883, 20 October 2009 19:21,Abs Edit Size,0
36884, 20 October 2009 19:20,Abs Edit Size,1
36885, 20 October 2009 19:19,Abs Edit Size,31
36886, 20 October 2009 19:18,Abs Edit Size,157
36887, 20 October 2009 19:15,Abs Edit Size,27
36888, 20 October 2009 19:14,Abs Edit Size,"1,062"
36889, 20 October 2009 17:15,Abs Edit Size,"1,144"
36890, 20 October 2009 15:41,Abs Edit Size,73
36891, 20 October 2009 15:27,Abs Edit Size,1
36892, 20 October 2009 15:23,Abs Edit Size,315
36893, 20 October 2009 15:20,Abs Edit Size,440
36894, 20 October 2009 14:54,Abs Edit Size,183
36895, 20 October 2009 14:51,Abs Edit Size,6
36896, 20 October 2009 14:44,Abs Edit Size,325
36897, 20 October 2009 14:27,Abs Edit Size,138
36898, 20 October 2009 14:26,Abs Edit Size,167
36899, 20 October 2009 14:23,Abs Edit Size,185
36900, 20 October 2009 14:11,Abs Edit Size,298
36901, 20 October 2009 14:09,Abs Edit Size,11
36902, 20 October 2009 14:08,Abs Edit Size,779
36903, 20 October 2009 13:56,Abs Edit Size,0
36904, 20 October 2009 13:55,Abs Edit Size,"1,099"
36905, 17 October 2009 04:04,Abs Edit Size,"5,650"
36906, 15 October 2009 04:08,Abs Edit Size,"3,050"
36907, 10 October 2009 17:09,Abs Edit Size,6
36908, 10 October 2009 17:06,Abs Edit Size,141
36909, 10 October 2009 17:01,Abs Edit Size,103
36910, 10 October 2009 16:58,Abs Edit Size,176
36911, 10 October 2009 16:53,Abs Edit Size,92
36912, 10 October 2009 16:52,Abs Edit Size,185
36913, 10 October 2009 16:48,Abs Edit Size,2
36914, 10 October 2009 16:47,Abs Edit Size,234
36915, 10 October 2009 16:42,Abs Edit Size,218
36916, 10 October 2009 16:37,Abs Edit Size,3
36917, 10 October 2009 16:36,Abs Edit Size,5
36918, 10 October 2009 16:36,Abs Edit Size,2
36919, 10 October 2009 16:34,Abs Edit Size,1
36920, 10 October 2009 16:33,Abs Edit Size,18
36921, 10 October 2009 16:32,Abs Edit Size,429
36922, 10 October 2009 16:26,Abs Edit Size,60
36923, 10 October 2009 16:24,Abs Edit Size,465
36924, 10 October 2009 16:16,Abs Edit Size,"1,142"
36925, 28 September 2009 07:22,Abs Edit Size,33
36926, 20 September 2009 04:20,Abs Edit Size,"2,301"
36927, 24 August 2009 03:02,Abs Edit Size,820
36928, 24 August 2009 02:46,Abs Edit Size,235
36929, 24 August 2009 02:44,Abs Edit Size,4
36930, 24 August 2009 02:42,Abs Edit Size,581
36931, 10 August 2009 03:59,Abs Edit Size,"6,416"
36932, 21 July 2009 17:00,Abs Edit Size,300
36933, 21 July 2009 16:58,Abs Edit Size,157
36934, 20 July 2009 22:53,Abs Edit Size,628
36935, 19 July 2009 17:08,Abs Edit Size,3
36936, 19 July 2009 16:58,Abs Edit Size,184
36937, 19 July 2009 16:39,Abs Edit Size,42
36938, 19 July 2009 10:53,Abs Edit Size,272
36939, 19 July 2009 10:52,Abs Edit Size,14
36940, 19 July 2009 10:50,Abs Edit Size,14
36941, 19 July 2009 10:49,Abs Edit Size,42
36942, 19 July 2009 10:48,Abs Edit Size,264
36943, 18 July 2009 18:54,Abs Edit Size,101
36944, 18 July 2009 18:49,Abs Edit Size,4
36945, 18 July 2009 18:49,Abs Edit Size,0
36946, 18 July 2009 18:48,Abs Edit Size,323
36947, 18 July 2009 18:40,Abs Edit Size,5
36948, 18 July 2009 18:39,Abs Edit Size,"1,005"
36949, 18 July 2009 18:25,Abs Edit Size,"3,213"
36950, 18 July 2009 02:55,Abs Edit Size,1
36951, 18 July 2009 02:44,Abs Edit Size,"1,008"
36952, 16 July 2009 17:28,Abs Edit Size,0
36953, 16 July 2009 07:13,Abs Edit Size,234
36954, 16 July 2009 02:47,Abs Edit Size,79
36955, 16 July 2009 02:44,Abs Edit Size,23
36956, 16 July 2009 02:43,Abs Edit Size,"1,919"
36957, 12 July 2009 23:42,Abs Edit Size,232
36958, 12 July 2009 21:13,Abs Edit Size,609
36959, 30 June 2009 03:15,Abs Edit Size,"34,643"
36960, 20 June 2009 14:15,Abs Edit Size,303
36961, 20 June 2009 14:14,Abs Edit Size,"1,737"
36962, 20 June 2009 14:05,Abs Edit Size,261
36963, 18 June 2009 02:56,Abs Edit Size,"1,982"
36964, 26 May 2009 22:13,Abs Edit Size,301
36965, 26 May 2009 22:05,Abs Edit Size,"1,578"
36966, 11 May 2009 03:51,Abs Edit Size,293
36967, 11 May 2009 03:49,Abs Edit Size,66
36968, 5 May 2009 18:58,Abs Edit Size,421
36969, 2 May 2009 02:49,Abs Edit Size,"2,139"
36970, 21 April 2009 14:35,Abs Edit Size,1
36971, 21 April 2009 14:34,Abs Edit Size,1
36972, 21 April 2009 14:33,Abs Edit Size,685
36973, 5 April 2009 13:12,Abs Edit Size,7
36974, 5 April 2009 09:35,Abs Edit Size,316
36975, 5 April 2009 09:26,Abs Edit Size,443
36976, 5 April 2009 09:18,Abs Edit Size,417
36977, 5 April 2009 08:58,Abs Edit Size,161
