,Page,Category,Date,Size,Abs Edit Size
7709,Bitcoin,Currency, 18 November 2020 01:18,194173,59
7710,Bitcoin,Currency, 17 November 2020 09:39,194114,74
7711,Bitcoin,Currency, 17 November 2020 04:00,194040,1
7712,Bitcoin,Currency, 17 November 2020 03:58,194039,0
7713,Bitcoin,Currency, 17 November 2020 03:56,194039,144
7714,Bitcoin,Currency, 16 November 2020 14:04,193895,2
7715,Bitcoin,Currency, 14 November 2020 22:19,193893,586
7716,Bitcoin,Currency, 14 November 2020 15:03,194479,135
7717,Bitcoin,Currency, 11 November 2020 19:19,194614,25
7718,Bitcoin,Currency, 10 November 2020 14:58,194589,102
7719,Bitcoin,Currency, 10 November 2020 14:15,194691,578
7720,Bitcoin,Currency, 10 November 2020 13:53,194113,536
7721,Bitcoin,Currency, 10 November 2020 07:18,193577,25
7722,Bitcoin,Currency, 9 November 2020 23:15,193602,25
7723,Bitcoin,Currency, 2 November 2020 17:32,193577,29
7724,Bitcoin,Currency, 31 October 2020 20:20,193606,718
7725,Bitcoin,Currency, 24 October 2020 17:25,192888,2
7726,Bitcoin,Currency, 16 October 2020 15:23,192890,27
7727,Bitcoin,Currency, 16 October 2020 14:39,192863,25
7728,Bitcoin,Currency, 16 October 2020 14:38,192888,140
7729,Bitcoin,Currency, 14 October 2020 22:04,192748,38
7730,Bitcoin,Currency, 13 October 2020 23:39,192710,6
7731,Bitcoin,Currency, 27 September 2020 09:21,192716,7
7732,Bitcoin,Currency, 26 September 2020 10:42,192709,"1,376"
7733,Bitcoin,Currency, 15 September 2020 05:44,194085,1
7734,Bitcoin,Currency, 10 September 2020 04:33,194084,155
7735,Bitcoin,Currency, 25 August 2020 12:58,193929,34
7736,Bitcoin,Currency, 24 August 2020 12:34,193895,13
7737,Bitcoin,Currency, 18 August 2020 18:31,193882,35
7738,Bitcoin,Currency, 13 August 2020 17:12,193847,13
7739,Bitcoin,Currency, 12 August 2020 17:23,193860,23
7740,Bitcoin,Currency, 12 August 2020 13:34,193883,23
7741,Bitcoin,Currency, 12 August 2020 10:20,193860,30
7742,Bitcoin,Currency, 12 August 2020 09:12,193830,247
7743,Bitcoin,Currency, 4 August 2020 02:13,194077,0
7744,Bitcoin,Currency, 4 August 2020 02:12,194077,4
7745,Bitcoin,Currency, 3 August 2020 00:32,194073,11
7746,Bitcoin,Currency, 2 August 2020 09:14,194062,0
7747,Bitcoin,Currency, 2 August 2020 09:13,194062,139
7748,Bitcoin,Currency, 30 July 2020 09:09,194201,34
7749,Bitcoin,Currency, 30 July 2020 08:49,194235,48
7750,Bitcoin,Currency, 29 July 2020 15:24,194187,4
7751,Bitcoin,Currency, 23 July 2020 22:26,194191,163
7752,Bitcoin,Currency, 21 July 2020 13:48,194354,949
7753,Bitcoin,Currency, 21 July 2020 08:43,195303,3
7754,Bitcoin,Currency, 21 July 2020 05:51,195300,3
7755,Bitcoin,Currency, 21 July 2020 05:34,195297,597
7756,Bitcoin,Currency, 21 July 2020 02:30,195894,"8,507"
7757,Bitcoin,Currency, 20 July 2020 17:11,187387,3
7758,Bitcoin,Currency, 20 July 2020 17:10,187384,"5,520"
7759,Bitcoin,Currency, 20 July 2020 03:50,181864,14
7760,Bitcoin,Currency, 19 July 2020 08:40,181850,567
7761,Bitcoin,Currency, 17 July 2020 18:48,182417,"8,408"
7762,Bitcoin,Currency, 16 July 2020 07:50,174009,4
7763,Bitcoin,Currency, 8 July 2020 12:44,174005,32
7764,Bitcoin,Currency, 8 July 2020 12:40,174037,31
7765,Bitcoin,Currency, 8 July 2020 12:30,174068,6
7766,Bitcoin,Currency, 8 July 2020 12:26,174062,12
7767,Bitcoin,Currency, 3 July 2020 00:48,174074,34
7768,Bitcoin,Currency, 29 June 2020 22:08,174040,12
7769,Bitcoin,Currency, 23 June 2020 20:15,174052,227
7770,Bitcoin,Currency, 23 June 2020 14:56,173825,227
7771,Bitcoin,Currency, 22 June 2020 13:21,174052,8
7772,Bitcoin,Currency, 21 June 2020 17:47,174060,32
7773,Bitcoin,Currency, 21 June 2020 14:11,174028,16
7774,Bitcoin,Currency, 21 June 2020 14:10,174012,3
7775,Bitcoin,Currency, 21 June 2020 09:11,174015,3
7776,Bitcoin,Currency, 3 June 2020 22:12,174012,1
7777,Bitcoin,Currency, 30 May 2020 00:44,174013,323
7778,Bitcoin,Currency, 26 May 2020 14:59,174336,412
7779,Bitcoin,Currency, 26 May 2020 11:04,174748,412
7780,Bitcoin,Currency, 25 May 2020 23:28,174336,14
7781,Bitcoin,Currency, 25 May 2020 23:22,174350,1
7782,Bitcoin,Currency, 25 May 2020 23:19,174349,199
7783,Bitcoin,Currency, 25 May 2020 23:17,174548,25
7784,Bitcoin,Currency, 25 May 2020 23:13,174573,"1,946"
7785,Bitcoin,Currency, 25 May 2020 23:01,172627,1
7786,Bitcoin,Currency, 25 May 2020 22:41,172628,14
7787,Bitcoin,Currency, 25 May 2020 22:20,172614,427
7788,Bitcoin,Currency, 25 May 2020 22:18,173041,52
7789,Bitcoin,Currency, 25 May 2020 22:04,172989,0
7790,Bitcoin,Currency, 25 May 2020 21:56,172989,1
7791,Bitcoin,Currency, 25 May 2020 21:54,172990,199
7792,Bitcoin,Currency, 25 May 2020 21:36,172791,11
7793,Bitcoin,Currency, 25 May 2020 21:30,172780,36
7794,Bitcoin,Currency, 25 May 2020 21:27,172744,23
7795,Bitcoin,Currency, 16 May 2020 19:58,172721,43
7796,Bitcoin,Currency, 16 May 2020 04:06,172764,43
7797,Bitcoin,Currency, 16 May 2020 01:31,172721,22
7798,Bitcoin,Currency, 11 May 2020 22:46,172743,112
7799,Bitcoin,Currency, 11 May 2020 22:39,172855,1
7800,Bitcoin,Currency, 11 May 2020 19:27,172856,8
7801,Bitcoin,Currency, 6 May 2020 21:14,172864,1
7802,Bitcoin,Currency, 6 May 2020 21:13,172865,10
7803,Bitcoin,Currency, 6 May 2020 18:09,172875,10
7804,Bitcoin,Currency, 3 May 2020 13:47,172865,6
7805,Bitcoin,Currency, 1 May 2020 12:15,172871,0
7806,Bitcoin,Currency, 1 May 2020 12:07,172871,113
7807,Bitcoin,Currency, 1 May 2020 12:01,172758,3
7808,Bitcoin,Currency, 15 April 2020 18:21,172755,0
7809,Bitcoin,Currency, 12 April 2020 03:33,172755,70
7810,Bitcoin,Currency, 3 April 2020 18:03,172685,138
7811,Bitcoin,Currency, 3 April 2020 09:11,172547,8
7812,Bitcoin,Currency, 3 April 2020 09:09,172539,18
7813,Bitcoin,Currency, 2 April 2020 12:33,172557,399
7814,Bitcoin,Currency, 2 April 2020 12:29,172158,0
7815,Bitcoin,Currency, 1 April 2020 16:19,172158,19
7816,Bitcoin,Currency, 23 March 2020 12:55,172177,3
7817,Bitcoin,Currency, 21 March 2020 14:02,172174,140
7818,Bitcoin,Currency, 21 March 2020 13:59,172314,1
7819,Bitcoin,Currency, 21 March 2020 13:58,172313,65
7820,Bitcoin,Currency, 21 March 2020 13:45,172378,3
7821,Bitcoin,Currency, 21 March 2020 13:44,172375,0
7822,Bitcoin,Currency, 21 March 2020 09:38,172375,1
7823,Bitcoin,Currency, 21 March 2020 09:38,172376,"1,275"
7824,Bitcoin,Currency, 20 March 2020 15:25,171101,366
7825,Bitcoin,Currency, 20 March 2020 13:01,171467,366
7826,Bitcoin,Currency, 18 March 2020 18:45,171101,42
7827,Bitcoin,Currency, 12 March 2020 23:46,171143,513
7828,Bitcoin,Currency, 11 March 2020 19:48,171656,4
7829,Bitcoin,Currency, 11 March 2020 08:45,171652,28
7830,Bitcoin,Currency, 11 March 2020 01:12,171624,12
7831,Bitcoin,Currency, 9 March 2020 21:51,171612,8
7832,Bitcoin,Currency, 27 February 2020 16:09,171620,0
7833,Bitcoin,Currency, 27 February 2020 12:42,171620,4
7834,Bitcoin,Currency, 27 February 2020 11:27,171616,"1,454"
7835,Bitcoin,Currency, 21 February 2020 16:22,173070,5
7836,Bitcoin,Currency, 5 February 2020 21:52,173065,10
7837,Bitcoin,Currency, 5 February 2020 21:51,173075,1
7838,Bitcoin,Currency, 3 February 2020 12:07,173076,0
7839,Bitcoin,Currency, 3 February 2020 12:01,173076,1
7840,Bitcoin,Currency, 3 February 2020 11:51,173077,3
7841,Bitcoin,Currency, 3 February 2020 11:46,173080,813
7842,Bitcoin,Currency, 2 February 2020 12:33,173893,353
7843,Bitcoin,Currency, 27 January 2020 10:49,173540,397
7844,Bitcoin,Currency, 26 January 2020 23:37,173143,419
7845,Bitcoin,Currency, 26 January 2020 23:34,173562,53
7846,Bitcoin,Currency, 26 January 2020 23:24,173615,1
7847,Bitcoin,Currency, 26 January 2020 23:21,173616,7
7848,Bitcoin,Currency, 26 January 2020 23:15,173623,56
7849,Bitcoin,Currency, 26 January 2020 18:48,173679,126
7850,Bitcoin,Currency, 26 January 2020 18:18,173553,57
7851,Bitcoin,Currency, 26 January 2020 18:16,173610,4
7852,Bitcoin,Currency, 26 January 2020 18:00,173614,62
7853,Bitcoin,Currency, 26 January 2020 17:59,173552,143
7854,Bitcoin,Currency, 26 January 2020 17:34,173409,0
7855,Bitcoin,Currency, 26 January 2020 10:53,173409,118
7856,Bitcoin,Currency, 26 January 2020 10:52,173291,740
7857,Bitcoin,Currency, 23 January 2020 22:52,172551,17
7858,Bitcoin,Currency, 23 January 2020 00:02,172534,5
7859,Bitcoin,Currency, 22 January 2020 07:30,172529,20
7860,Bitcoin,Currency, 27 December 2019 17:11,172509,489
7861,Bitcoin,Currency, 13 December 2019 19:02,172020,20
7862,Bitcoin,Currency, 12 December 2019 15:52,172000,420
7863,Bitcoin,Currency, 12 December 2019 08:54,171580,12
7864,Bitcoin,Currency, 12 December 2019 04:45,171568,4
7865,Bitcoin,Currency, 11 December 2019 14:05,171564,100
7866,Bitcoin,Currency, 11 December 2019 12:56,171664,100
7867,Bitcoin,Currency, 5 December 2019 01:55,171564,90
7868,Bitcoin,Currency, 5 December 2019 01:49,171474,139
7869,Bitcoin,Currency, 4 December 2019 19:08,171335,62
7870,Bitcoin,Currency, 24 November 2019 23:21,171273,2
7871,Bitcoin,Currency, 24 November 2019 23:11,171271,6
7872,Bitcoin,Currency, 24 November 2019 23:10,171265,123
7873,Bitcoin,Currency, 24 November 2019 22:58,171142,3
7874,Bitcoin,Currency, 24 November 2019 21:34,171139,39
7875,Bitcoin,Currency, 24 November 2019 21:29,171100,529
7876,Bitcoin,Currency, 24 November 2019 20:25,170571,6
7877,Bitcoin,Currency, 22 November 2019 13:05,170565,30
7878,Bitcoin,Currency, 20 November 2019 16:26,170535,21
7879,Bitcoin,Currency, 20 November 2019 16:25,170514,6
7880,Bitcoin,Currency, 20 November 2019 16:24,170508,41
7881,Bitcoin,Currency, 11 November 2019 09:20,170467,52
7882,Bitcoin,Currency, 11 November 2019 09:12,170519,30
7883,Bitcoin,Currency, 11 November 2019 09:01,170489,0
7884,Bitcoin,Currency, 11 November 2019 04:01,170489,89
7885,Bitcoin,Currency, 10 November 2019 00:13,170400,5
7886,Bitcoin,Currency, 8 November 2019 02:19,170395,988
7887,Bitcoin,Currency, 8 November 2019 02:14,171383,101
7888,Bitcoin,Currency, 8 November 2019 02:12,171484,1
7889,Bitcoin,Currency, 8 November 2019 02:11,171485,0
7890,Bitcoin,Currency, 8 November 2019 02:09,171485,7
7891,Bitcoin,Currency, 8 November 2019 02:06,171492,"3,622"
7892,Bitcoin,Currency, 8 November 2019 02:00,167870,60
7893,Bitcoin,Currency, 8 November 2019 01:58,167810,10
7894,Bitcoin,Currency, 8 November 2019 01:57,167800,726
7895,Bitcoin,Currency, 6 November 2019 03:50,168526,565
7896,Bitcoin,Currency, 6 November 2019 03:34,167961,1
7897,Bitcoin,Currency, 6 November 2019 03:25,167962,387
7898,Bitcoin,Currency, 6 November 2019 03:24,168349,766
7899,Bitcoin,Currency, 6 November 2019 03:22,169115,503
7900,Bitcoin,Currency, 6 November 2019 03:14,169618,117
7901,Bitcoin,Currency, 6 November 2019 03:13,169735,181
7902,Bitcoin,Currency, 6 November 2019 03:12,169916,3
7903,Bitcoin,Currency, 6 November 2019 03:10,169919,39
7904,Bitcoin,Currency, 6 November 2019 03:10,169958,42
7905,Bitcoin,Currency, 6 November 2019 03:09,170000,652
7906,Bitcoin,Currency, 6 November 2019 03:06,170652,193
7907,Bitcoin,Currency, 6 November 2019 03:02,170845,829
7908,Bitcoin,Currency, 5 November 2019 14:39,171674,2
7909,Bitcoin,Currency, 5 November 2019 08:14,171672,0
7910,Bitcoin,Currency, 5 November 2019 07:27,171672,5
7911,Bitcoin,Currency, 5 November 2019 07:26,171667,4
7912,Bitcoin,Currency, 5 November 2019 07:16,171663,34
7913,Bitcoin,Currency, 5 November 2019 07:05,171629,4
7914,Bitcoin,Currency, 5 November 2019 07:04,171633,19
7915,Bitcoin,Currency, 21 October 2019 21:36,171652,45
7916,Bitcoin,Currency, 16 October 2019 20:37,171607,1
7917,Bitcoin,Currency, 16 October 2019 16:04,171608,1
7918,Bitcoin,Currency, 16 October 2019 16:02,171609,13
7919,Bitcoin,Currency, 16 October 2019 16:01,171596,74
7920,Bitcoin,Currency, 16 October 2019 15:55,171670,64
7921,Bitcoin,Currency, 13 October 2019 09:03,171606,6
7922,Bitcoin,Currency, 13 October 2019 07:58,171600,0
7923,Bitcoin,Currency, 13 October 2019 07:53,171600,3
7924,Bitcoin,Currency, 13 October 2019 07:52,171597,0
7925,Bitcoin,Currency, 13 October 2019 07:50,171597,30
7926,Bitcoin,Currency, 13 October 2019 07:17,171567,113
7927,Bitcoin,Currency, 12 October 2019 00:09,171454,0
7928,Bitcoin,Currency, 27 September 2019 07:48,171454,80
7929,Bitcoin,Currency, 27 September 2019 01:59,171374,452
7930,Bitcoin,Currency, 24 September 2019 18:52,170922,0
7931,Bitcoin,Currency, 24 September 2019 18:50,170922,0
7932,Bitcoin,Currency, 24 September 2019 18:49,170922,479
7933,Bitcoin,Currency, 23 September 2019 15:15,170443,13
7934,Bitcoin,Currency, 23 September 2019 15:14,170456,3
7935,Bitcoin,Currency, 22 September 2019 09:44,170459,6
7936,Bitcoin,Currency, 14 September 2019 08:36,170465,1
7937,Bitcoin,Currency, 13 September 2019 11:51,170466,5
7938,Bitcoin,Currency, 13 September 2019 02:45,170471,3
7939,Bitcoin,Currency, 13 September 2019 01:06,170468,2
7940,Bitcoin,Currency, 13 September 2019 00:40,170470,37
7941,Bitcoin,Currency, 12 September 2019 18:29,170433,21
7942,Bitcoin,Currency, 12 September 2019 10:02,170412,830
7943,Bitcoin,Currency, 12 September 2019 04:43,169582,685
7944,Bitcoin,Currency, 11 September 2019 14:12,168897,15
7945,Bitcoin,Currency, 11 September 2019 09:06,168912,12
7946,Bitcoin,Currency, 11 September 2019 09:05,168900,0
7947,Bitcoin,Currency, 11 September 2019 09:02,168900,4
7948,Bitcoin,Currency, 11 September 2019 08:37,168904,111
7949,Bitcoin,Currency, 11 September 2019 08:33,168793,27
7950,Bitcoin,Currency, 11 September 2019 08:17,168820,1
7951,Bitcoin,Currency, 11 September 2019 04:53,168819,67
7952,Bitcoin,Currency, 11 September 2019 02:29,168752,6
7953,Bitcoin,Currency, 11 September 2019 02:26,168758,4
7954,Bitcoin,Currency, 11 September 2019 02:18,168754,39
7955,Bitcoin,Currency, 11 September 2019 02:10,168715,159
7956,Bitcoin,Currency, 11 September 2019 02:07,168556,795
7957,Bitcoin,Currency, 11 September 2019 01:33,167761,38
7958,Bitcoin,Currency, 11 September 2019 01:16,167799,8
7959,Bitcoin,Currency, 11 September 2019 00:57,167807,0
7960,Bitcoin,Currency, 11 September 2019 00:55,167807,18
7961,Bitcoin,Currency, 11 September 2019 00:49,167789,49
7962,Bitcoin,Currency, 11 September 2019 00:39,167740,11
7963,Bitcoin,Currency, 11 September 2019 00:35,167729,10
7964,Bitcoin,Currency, 10 September 2019 10:13,167739,62
7965,Bitcoin,Currency, 10 September 2019 09:12,167677,0
7966,Bitcoin,Currency, 10 September 2019 09:06,167677,7
7967,Bitcoin,Currency, 10 September 2019 08:50,167684,6
7968,Bitcoin,Currency, 10 September 2019 08:46,167678,117
7969,Bitcoin,Currency, 9 September 2019 08:40,167561,53
7970,Bitcoin,Currency, 9 September 2019 08:38,167614,31
7971,Bitcoin,Currency, 9 September 2019 08:27,167645,31
7972,Bitcoin,Currency, 29 August 2019 04:59,167614,100
7973,Bitcoin,Currency, 28 August 2019 08:30,167714,28
7974,Bitcoin,Currency, 28 August 2019 07:58,167686,39
7975,Bitcoin,Currency, 22 August 2019 09:10,167647,1
7976,Bitcoin,Currency, 22 August 2019 07:01,167648,0
7977,Bitcoin,Currency, 22 August 2019 06:59,167648,80
7978,Bitcoin,Currency, 20 August 2019 20:02,167568,0
7979,Bitcoin,Currency, 17 August 2019 15:27,167568,4
7980,Bitcoin,Currency, 11 August 2019 21:31,167572,1
7981,Bitcoin,Currency, 11 August 2019 02:16,167571,8
7982,Bitcoin,Currency, 30 July 2019 04:17,167579,4
7983,Bitcoin,Currency, 29 July 2019 17:08,167583,0
7984,Bitcoin,Currency, 29 July 2019 16:55,167583,4
7985,Bitcoin,Currency, 29 July 2019 16:48,167579,4
7986,Bitcoin,Currency, 29 July 2019 15:25,167575,0
7987,Bitcoin,Currency, 29 July 2019 08:56,167575,18
7988,Bitcoin,Currency, 24 July 2019 14:05,167557,32
7989,Bitcoin,Currency, 24 July 2019 14:04,167525,396
7990,Bitcoin,Currency, 20 July 2019 19:11,167129,21
7991,Bitcoin,Currency, 20 July 2019 19:10,167108,15
7992,Bitcoin,Currency, 20 July 2019 19:04,167093,1
7993,Bitcoin,Currency, 14 July 2019 01:24,167092,0
7994,Bitcoin,Currency, 12 July 2019 01:49,167092,27
7995,Bitcoin,Currency, 10 July 2019 05:14,167119,13
7996,Bitcoin,Currency, 9 July 2019 22:56,167132,291
7997,Bitcoin,Currency, 6 July 2019 09:27,167423,7
7998,Bitcoin,Currency, 6 July 2019 08:49,167430,443
7999,Bitcoin,Currency, 3 July 2019 00:46,167873,"3,504"
8000,United States Dollar,Currency, 1 November 2022 09:53,94737,44
8001,United States Dollar,Currency, 1 November 2022 09:52,94781,44
8002,United States Dollar,Currency, 31 October 2022 11:59,94737,1
8003,United States Dollar,Currency, 31 October 2022 11:58,94736,10
8004,United States Dollar,Currency, 29 October 2022 00:31,94746,21
8005,United States Dollar,Currency, 26 October 2022 12:52,94725,0
8006,United States Dollar,Currency, 26 October 2022 10:13,94725,21
8007,United States Dollar,Currency, 24 October 2022 17:41,94704,7
8008,United States Dollar,Currency, 24 October 2022 17:34,94711,7
8009,United States Dollar,Currency, 24 October 2022 17:34,94704,0
8010,United States Dollar,Currency, 24 October 2022 17:33,94704,0
8011,United States Dollar,Currency, 21 October 2022 17:03,94704,44
8012,United States Dollar,Currency, 21 October 2022 11:26,94748,44
8013,United States Dollar,Currency, 18 October 2022 22:08,94704,1
8014,United States Dollar,Currency, 14 October 2022 15:18,94703,170
8015,United States Dollar,Currency, 12 October 2022 07:48,94533,5
8016,United States Dollar,Currency, 8 October 2022 14:25,94528,2
8017,United States Dollar,Currency, 8 October 2022 14:24,94526,0
8018,United States Dollar,Currency, 8 October 2022 07:37,94526,25
8019,United States Dollar,Currency, 30 September 2022 12:04,94551,60
8020,United States Dollar,Currency, 28 September 2022 07:32,94491,15
8021,United States Dollar,Currency, 27 September 2022 15:57,94506,101
8022,United States Dollar,Currency, 27 September 2022 15:53,94607,26
8023,United States Dollar,Currency, 27 September 2022 05:30,94581,27
8024,United States Dollar,Currency, 27 September 2022 05:30,94554,27
8025,United States Dollar,Currency, 26 September 2022 22:09,94581,15
8026,United States Dollar,Currency, 21 September 2022 13:54,94566,68
8027,United States Dollar,Currency, 21 September 2022 13:52,94498,68
8028,United States Dollar,Currency, 20 September 2022 15:20,94566,21
8029,United States Dollar,Currency, 20 September 2022 15:15,94587,21
8030,United States Dollar,Currency, 20 September 2022 13:41,94566,61
8031,United States Dollar,Currency, 20 September 2022 12:18,94505,61
8032,United States Dollar,Currency, 19 September 2022 23:26,94566,61
8033,United States Dollar,Currency, 19 September 2022 22:57,94505,61
8034,United States Dollar,Currency, 18 September 2022 08:05,94566,358
8035,United States Dollar,Currency, 16 September 2022 19:45,94208,31
8036,United States Dollar,Currency, 16 September 2022 19:44,94177,79
8037,United States Dollar,Currency, 16 September 2022 18:38,94098,41
8038,United States Dollar,Currency, 14 September 2022 20:19,94057,3
8039,United States Dollar,Currency, 14 September 2022 07:08,94060,20
8040,United States Dollar,Currency, 13 September 2022 23:18,94080,237
8041,United States Dollar,Currency, 13 September 2022 23:16,94317,209
8042,United States Dollar,Currency, 13 September 2022 23:13,94526,1
8043,United States Dollar,Currency, 13 September 2022 18:29,94525,19
8044,United States Dollar,Currency, 10 September 2022 03:44,94506,"16,995"
8045,United States Dollar,Currency, 10 September 2022 03:43,77511,"1,182"
8046,United States Dollar,Currency, 10 September 2022 03:43,78693,"2,632"
8047,United States Dollar,Currency, 10 September 2022 03:41,81325,"13,181"
8048,United States Dollar,Currency, 10 September 2022 03:35,94506,"10,557"
8049,United States Dollar,Currency, 10 September 2022 03:35,83949,"5,209"
8050,United States Dollar,Currency, 10 September 2022 03:34,89158,"5,348"
8051,United States Dollar,Currency, 7 September 2022 15:46,94506,0
8052,United States Dollar,Currency, 7 September 2022 11:29,94506,1
8053,United States Dollar,Currency, 7 September 2022 06:20,94505,2
8054,United States Dollar,Currency, 7 September 2022 06:19,94503,2
8055,United States Dollar,Currency, 5 September 2022 01:06,94505,82
8056,United States Dollar,Currency, 5 September 2022 00:46,94587,21
8057,United States Dollar,Currency, 4 September 2022 14:51,94566,101
8058,United States Dollar,Currency, 4 September 2022 02:21,94667,80
8059,United States Dollar,Currency, 3 September 2022 00:14,94587,21
8060,United States Dollar,Currency, 2 September 2022 11:32,94566,8
8061,United States Dollar,Currency, 2 September 2022 09:11,94558,109
8062,United States Dollar,Currency, 2 September 2022 06:00,94667,28
8063,United States Dollar,Currency, 2 September 2022 05:40,94695,26
8064,United States Dollar,Currency, 2 September 2022 05:37,94669,7
8065,United States Dollar,Currency, 2 September 2022 05:00,94662,34
8066,United States Dollar,Currency, 2 September 2022 04:58,94628,7
8067,United States Dollar,Currency, 2 September 2022 04:55,94621,10
8068,United States Dollar,Currency, 1 September 2022 20:42,94611,1
8069,United States Dollar,Currency, 1 September 2022 09:05,94610,101
8070,United States Dollar,Currency, 1 September 2022 08:53,94711,101
8071,United States Dollar,Currency, 31 August 2022 21:10,94610,9
8072,United States Dollar,Currency, 30 August 2022 04:27,94619,8
8073,United States Dollar,Currency, 30 August 2022 04:26,94627,8
8074,United States Dollar,Currency, 30 August 2022 04:26,94619,7
8075,United States Dollar,Currency, 30 August 2022 04:25,94612,7
8076,United States Dollar,Currency, 27 August 2022 09:25,94619,70
8077,United States Dollar,Currency, 27 August 2022 09:25,94689,70
8078,United States Dollar,Currency, 25 August 2022 22:26,94619,32
8079,United States Dollar,Currency, 25 August 2022 06:42,94587,21
8080,United States Dollar,Currency, 22 August 2022 16:47,94566,29
8081,United States Dollar,Currency, 22 August 2022 16:47,94537,29
8082,United States Dollar,Currency, 21 August 2022 07:24,94566,29
8083,United States Dollar,Currency, 21 August 2022 04:22,94595,31
8084,United States Dollar,Currency, 19 August 2022 01:12,94564,21
8085,United States Dollar,Currency, 18 August 2022 20:09,94585,21
8086,United States Dollar,Currency, 18 August 2022 15:21,94564,1
8087,United States Dollar,Currency, 18 August 2022 13:56,94563,"1,030"
8088,United States Dollar,Currency, 18 August 2022 05:04,95593,0
8089,United States Dollar,Currency, 18 August 2022 03:58,95593,21
8090,United States Dollar,Currency, 18 August 2022 00:48,95572,1
8091,United States Dollar,Currency, 16 August 2022 10:31,95571,20
8092,United States Dollar,Currency, 16 August 2022 10:27,95551,127
8093,United States Dollar,Currency, 16 August 2022 10:22,95424,4
8094,United States Dollar,Currency, 16 August 2022 10:21,95420,1
8095,United States Dollar,Currency, 16 August 2022 10:20,95421,22
8096,United States Dollar,Currency, 16 August 2022 10:18,95399,8
8097,United States Dollar,Currency, 16 August 2022 10:17,95391,2
8098,United States Dollar,Currency, 16 August 2022 10:17,95389,32
8099,United States Dollar,Currency, 16 August 2022 10:13,95357,12
8100,United States Dollar,Currency, 16 August 2022 10:11,95345,162
8101,United States Dollar,Currency, 16 August 2022 10:02,95183,1
8102,United States Dollar,Currency, 16 August 2022 10:01,95182,2
8103,United States Dollar,Currency, 16 August 2022 10:01,95180,3
8104,United States Dollar,Currency, 16 August 2022 09:27,95177,229
8105,United States Dollar,Currency, 16 August 2022 07:37,94948,0
8106,United States Dollar,Currency, 16 August 2022 07:21,94948,17
8107,United States Dollar,Currency, 15 August 2022 22:21,94931,42
8108,United States Dollar,Currency, 15 August 2022 20:06,94889,63
8109,United States Dollar,Currency, 15 August 2022 20:04,94952,21
8110,United States Dollar,Currency, 14 August 2022 05:43,94931,368
8111,United States Dollar,Currency, 10 August 2022 07:17,94563,111
8112,United States Dollar,Currency, 8 August 2022 11:49,94674,21
8113,United States Dollar,Currency, 7 August 2022 15:45,94653,32
8114,United States Dollar,Currency, 7 August 2022 15:44,94621,58
8115,United States Dollar,Currency, 5 August 2022 19:15,94563,72
8116,United States Dollar,Currency, 5 August 2022 12:39,94635,72
8117,United States Dollar,Currency, 4 August 2022 21:33,94563,3
8118,United States Dollar,Currency, 4 August 2022 14:47,94560,13
8119,United States Dollar,Currency, 4 August 2022 14:17,94573,3
8120,United States Dollar,Currency, 4 August 2022 12:28,94570,0
8121,United States Dollar,Currency, 4 August 2022 12:26,94570,21
8122,United States Dollar,Currency, 3 August 2022 23:37,94549,11
8123,United States Dollar,Currency, 3 August 2022 23:33,94560,11
8124,United States Dollar,Currency, 2 August 2022 22:10,94549,6
8125,United States Dollar,Currency, 2 August 2022 06:30,94543,11
8126,United States Dollar,Currency, 2 August 2022 06:13,94532,47
8127,United States Dollar,Currency, 30 July 2022 20:24,94579,3
8128,United States Dollar,Currency, 30 July 2022 20:23,94576,3
8129,United States Dollar,Currency, 28 July 2022 11:41,94579,34
8130,United States Dollar,Currency, 28 July 2022 11:00,94613,71
8131,United States Dollar,Currency, 28 July 2022 10:55,94542,22
8132,United States Dollar,Currency, 27 July 2022 17:43,94520,42
8133,United States Dollar,Currency, 22 July 2022 10:08,94478,2
8134,United States Dollar,Currency, 22 July 2022 09:51,94480,44
8135,United States Dollar,Currency, 22 July 2022 09:43,94524,413
8136,United States Dollar,Currency, 18 July 2022 07:04,94111,137
8137,United States Dollar,Currency, 16 July 2022 07:47,93974,54
8138,United States Dollar,Currency, 14 July 2022 10:26,94028,0
8139,United States Dollar,Currency, 14 July 2022 09:57,94028,1
8140,United States Dollar,Currency, 14 July 2022 03:43,94027,9
8141,United States Dollar,Currency, 13 July 2022 21:40,94018,63
8142,United States Dollar,Currency, 11 July 2022 05:42,93955,0
8143,United States Dollar,Currency, 10 July 2022 05:57,93955,12
8144,United States Dollar,Currency, 8 July 2022 18:45,93943,0
8145,United States Dollar,Currency, 6 July 2022 18:25,93943,70
8146,United States Dollar,Currency, 5 July 2022 17:45,94013,51
8147,United States Dollar,Currency, 4 July 2022 03:57,94064,52
8148,United States Dollar,Currency, 4 July 2022 03:47,94116,52
8149,United States Dollar,Currency, 3 July 2022 18:23,94064,14
8150,United States Dollar,Currency, 3 July 2022 18:22,94078,14
8151,United States Dollar,Currency, 3 July 2022 18:21,94064,14
8152,United States Dollar,Currency, 3 July 2022 18:21,94078,14
8153,United States Dollar,Currency, 3 July 2022 18:19,94064,19
8154,United States Dollar,Currency, 3 July 2022 18:19,94083,19
8155,United States Dollar,Currency, 1 July 2022 23:49,94064,106
8156,United States Dollar,Currency, 1 July 2022 20:47,94170,1
