Census 2021 Super Data Zone Code,Census 2021 Super Data Zone Label,Economic Activity - 9 Categories Code,Economic Activity - 9 Categories Label,Count
N21000662,Cookstown_E,2,Economically active: Self-employed (including full-time students),186
N21000662,Cookstown_E,3,Economically active: Unemployed (including full-time students),38
N21000662,Cookstown_E,4,Economically inactive: Retired,265
N21000662,Cookstown_E,5,Economically inactive: Student,83
N21000662,Cookstown_E,6,Economically inactive: Looking after home or family,138
N21000662,Cookstown_E,7,Economically inactive: Long-term sick or disabled,148
N21000662,Cookstown_E,8,Economically inactive: Other,58
N21000662,Cookstown_E,-8,No code required,637
N21000663,Cookstown_F,1,Economically active: Employee (including full-time students),859
N21000663,Cookstown_F,2,Economically active: Self-employed (including full-time students),80
N21000663,Cookstown_F,3,Economically active: Unemployed (including full-time students),45
N21000663,Cookstown_F,4,Economically inactive: Retired,323
N21000663,Cookstown_F,5,Economically inactive: Student,81
N21000663,Cookstown_F,6,Economically inactive: Looking after home or family,124
N21000663,Cookstown_F,7,Economically inactive: Long-term sick or disabled,202
N21000663,Cookstown_F,8,Economically inactive: Other,85
N21000663,Cookstown_F,-8,No code required,461
N21000664,Cookstown_G,1,Economically active: Employee (including full-time students),684
N21000664,Cookstown_G,2,Economically active: Self-employed (including full-time students),191
N21000664,Cookstown_G,3,Economically active: Unemployed (including full-time students),32
N21000664,Cookstown_G,4,Economically inactive: Retired,406
N21000664,Cookstown_G,5,Economically inactive: Student,62
N21000664,Cookstown_G,6,Economically inactive: Looking after home or family,74
N21000664,Cookstown_G,7,Economically inactive: Long-term sick or disabled,118
N21000664,Cookstown_G,8,Economically inactive: Other,47
N21000664,Cookstown_G,-8,No code required,371
N21000665,Cookstown_H,1,Economically active: Employee (including full-time students),858
N21000665,Cookstown_H,2,Economically active: Self-employed (including full-time students),136
N21000665,Cookstown_H,3,Economically active: Unemployed (including full-time students),40
N21000665,Cookstown_H,4,Economically inactive: Retired,227
N21000665,Cookstown_H,5,Economically inactive: Student,55
N21000665,Cookstown_H,6,Economically inactive: Looking after home or family,107
N21000665,Cookstown_H,7,Economically inactive: Long-term sick or disabled,111
N21000665,Cookstown_H,8,Economically inactive: Other,49
N21000665,Cookstown_H,-8,No code required,517
N21000666,Cookstown_J,1,Economically active: Employee (including full-time students),1042
N21000666,Cookstown_J,2,Economically active: Self-employed (including full-time students),355
N21000666,Cookstown_J,3,Economically active: Unemployed (including full-time students),42
N21000666,Cookstown_J,4,Economically inactive: Retired,308
N21000666,Cookstown_J,5,Economically inactive: Student,113
N21000666,Cookstown_J,6,Economically inactive: Looking after home or family,132
N21000666,Cookstown_J,7,Economically inactive: Long-term sick or disabled,112
N21000666,Cookstown_J,8,Economically inactive: Other,59
N21000666,Cookstown_J,-8,No code required,700
N21000667,Cookstown_K,1,Economically active: Employee (including full-time students),592
N21000667,Cookstown_K,2,Economically active: Self-employed (including full-time students),162
N21000667,Cookstown_K,3,Economically active: Unemployed (including full-time students),35
N21000667,Cookstown_K,4,Economically inactive: Retired,189
N21000667,Cookstown_K,5,Economically inactive: Student,63
N21000667,Cookstown_K,6,Economically inactive: Looking after home or family,94
N21000667,Cookstown_K,7,Economically inactive: Long-term sick or disabled,115
N21000667,Cookstown_K,8,Economically inactive: Other,47
N21000667,Cookstown_K,-8,No code required,401
N21000668,Torrent_A,1,Economically active: Employee (including full-time students),923
N21000668,Torrent_A,2,Economically active: Self-employed (including full-time students),295
N21000668,Torrent_A,3,Economically active: Unemployed (including full-time students),37
N21000668,Torrent_A,4,Economically inactive: Retired,308
N21000668,Torrent_A,5,Economically inactive: Student,119
N21000668,Torrent_A,6,Economically inactive: Looking after home or family,172
N21000668,Torrent_A,7,Economically inactive: Long-term sick or disabled,208
N21000668,Torrent_A,8,Economically inactive: Other,84
N21000668,Torrent_A,-8,No code required,727
N21000669,Torrent_B,1,Economically active: Employee (including full-time students),1093
N21000669,Torrent_B,2,Economically active: Self-employed (including full-time students),405
N21000669,Torrent_B,3,Economically active: Unemployed (including full-time students),41
N21000669,Torrent_B,4,Economically inactive: Retired,440
N21000669,Torrent_B,5,Economically inactive: Student,118
N21000669,Torrent_B,6,Economically inactive: Looking after home or family,91
N21000669,Torrent_B,7,Economically inactive: Long-term sick or disabled,104
N21000669,Torrent_B,8,Economically inactive: Other,76
N21000669,Torrent_B,-8,No code required,578
N21000670,Torrent_C,1,Economically active: Employee (including full-time students),853
N21000670,Torrent_C,2,Economically active: Self-employed (including full-time students),172
N21000670,Torrent_C,3,Economically active: Unemployed (including full-time students),36
N21000670,Torrent_C,4,Economically inactive: Retired,257
N21000670,Torrent_C,5,Economically inactive: Student,84
N21000670,Torrent_C,6,Economically inactive: Looking after home or family,115
N21000670,Torrent_C,7,Economically inactive: Long-term sick or disabled,192
N21000670,Torrent_C,8,Economically inactive: Other,59
N21000670,Torrent_C,-8,No code required,568
N21000671,Torrent_D,1,Economically active: Employee (including full-time students),1520
N21000671,Torrent_D,2,Economically active: Self-employed (including full-time students),436
N21000671,Torrent_D,3,Economically active: Unemployed (including full-time students),41
N21000671,Torrent_D,4,Economically inactive: Retired,376
N21000671,Torrent_D,5,Economically inactive: Student,153
N21000671,Torrent_D,6,Economically inactive: Looking after home or family,140
N21000671,Torrent_D,7,Economically inactive: Long-term sick or disabled,180
N21000671,Torrent_D,8,Economically inactive: Other,80
N21000671,Torrent_D,-8,No code required,886
N21000672,Torrent_E,1,Economically active: Employee (including full-time students),834
N21000672,Torrent_E,2,Economically active: Self-employed (including full-time students),260
N21000672,Torrent_E,3,Economically active: Unemployed (including full-time students),35
N21000672,Torrent_E,4,Economically inactive: Retired,275
N21000672,Torrent_E,5,Economically inactive: Student,93
N21000672,Torrent_E,6,Economically inactive: Looking after home or family,94
N21000672,Torrent_E,7,Economically inactive: Long-term sick or disabled,102
N21000672,Torrent_E,8,Economically inactive: Other,58
N21000672,Torrent_E,-8,No code required,569
N21000673,Torrent_F,1,Economically active: Employee (including full-time students),1477
N21000673,Torrent_F,2,Economically active: Self-employed (including full-time students),228
N21000673,Torrent_F,3,Economically active: Unemployed (including full-time students),76
N21000673,Torrent_F,4,Economically inactive: Retired,383
N21000673,Torrent_F,5,Economically inactive: Student,162
N21000673,Torrent_F,6,Economically inactive: Looking after home or family,162
N21000673,Torrent_F,7,Economically inactive: Long-term sick or disabled,190
N21000673,Torrent_F,8,Economically inactive: Other,89
N21000673,Torrent_F,-8,No code required,928
N21000674,Torrent_G,1,Economically active: Employee (including full-time students),903
N21000674,Torrent_G,2,Economically active: Self-employed (including full-time students),165
N21000674,Torrent_G,3,Economically active: Unemployed (including full-time students),35
N21000674,Torrent_G,4,Economically inactive: Retired,300
N21000674,Torrent_G,5,Economically inactive: Student,80
N21000674,Torrent_G,6,Economically inactive: Looking after home or family,93
N21000674,Torrent_G,7,Economically inactive: Long-term sick or disabled,113
N21000674,Torrent_G,8,Economically inactive: Other,52
N21000674,Torrent_G,-8,No code required,488
N21000675,Torrent_H,1,Economically active: Employee (including full-time students),914
N21000675,Torrent_H,2,Economically active: Self-employed (including full-time students),110
N21000675,Torrent_H,3,Economically active: Unemployed (including full-time students),76
N21000675,Torrent_H,4,Economically inactive: Retired,310
N21000675,Torrent_H,5,Economically inactive: Student,116
N21000675,Torrent_H,6,Economically inactive: Looking after home or family,208
N21000675,Torrent_H,7,Economically inactive: Long-term sick or disabled,336
N21000675,Torrent_H,8,Economically inactive: Other,123
N21000675,Torrent_H,-8,No code required,616
N21000676,Dungannon_A,1,Economically active: Employee (including full-time students),1423
N21000676,Dungannon_A,2,Economically active: Self-employed (including full-time students),148
N21000676,Dungannon_A,3,Economically active: Unemployed (including full-time students),74
N21000676,Dungannon_A,4,Economically inactive: Retired,371
N21000676,Dungannon_A,5,Economically inactive: Student,133
N21000676,Dungannon_A,6,Economically inactive: Looking after home or family,134
N21000676,Dungannon_A,7,Economically inactive: Long-term sick or disabled,172
N21000676,Dungannon_A,8,Economically inactive: Other,104
N21000676,Dungannon_A,-8,No code required,817
N21000677,Dungannon_B,1,Economically active: Employee (including full-time students),1018
N21000677,Dungannon_B,2,Economically active: Self-employed (including full-time students),122
N21000677,Dungannon_B,3,Economically active: Unemployed (including full-time students),48
N21000677,Dungannon_B,4,Economically inactive: Retired,285
N21000677,Dungannon_B,5,Economically inactive: Student,109
N21000677,Dungannon_B,6,Economically inactive: Looking after home or family,106
N21000677,Dungannon_B,7,Economically inactive: Long-term sick or disabled,105
N21000677,Dungannon_B,8,Economically inactive: Other,86
N21000677,Dungannon_B,-8,No code required,531
N21000678,Dungannon_C,1,Economically active: Employee (including full-time students),582
N21000678,Dungannon_C,2,Economically active: Self-employed (including full-time students),35
N21000678,Dungannon_C,3,Economically active: Unemployed (including full-time students),26
N21000678,Dungannon_C,4,Economically inactive: Retired,131
N21000678,Dungannon_C,5,Economically inactive: Student,54
N21000678,Dungannon_C,6,Economically inactive: Looking after home or family,36
N21000678,Dungannon_C,7,Economically inactive: Long-term sick or disabled,85
N21000678,Dungannon_C,8,Economically inactive: Other,86
N21000678,Dungannon_C,-8,No code required,209
N21000679,Dungannon_D,1,Economically active: Employee (including full-time students),1214
N21000679,Dungannon_D,2,Economically active: Self-employed (including full-time students),207
N21000679,Dungannon_D,3,Economically active: Unemployed (including full-time students),45
N21000679,Dungannon_D,4,Economically inactive: Retired,322
N21000679,Dungannon_D,5,Economically inactive: Student,83
N21000679,Dungannon_D,6,Economically inactive: Looking after home or family,94
N21000679,Dungannon_D,7,Economically inactive: Long-term sick or disabled,101
N21000679,Dungannon_D,8,Economically inactive: Other,59
N21000679,Dungannon_D,-8,No code required,774
N21000680,Dungannon_E,1,Economically active: Employee (including full-time students),1279
N21000680,Dungannon_E,2,Economically active: Self-employed (including full-time students),96
N21000680,Dungannon_E,3,Economically active: Unemployed (including full-time students),60
N21000680,Dungannon_E,4,Economically inactive: Retired,275
N21000680,Dungannon_E,5,Economically inactive: Student,81
N21000680,Dungannon_E,6,Economically inactive: Looking after home or family,84
N21000680,Dungannon_E,7,Economically inactive: Long-term sick or disabled,116
N21000680,Dungannon_E,8,Economically inactive: Other,75
N21000680,Dungannon_E,-8,No code required,611
N21000681,Dungannon_F,1,Economically active: Employee (including full-time students),1468
N21000681,Dungannon_F,2,Economically active: Self-employed (including full-time students),136
N21000681,Dungannon_F,3,Economically active: Unemployed (including full-time students),93
N21000681,Dungannon_F,4,Economically inactive: Retired,442
N21000681,Dungannon_F,5,Economically inactive: Student,153
N21000681,Dungannon_F,6,Economically inactive: Looking after home or family,166
N21000681,Dungannon_F,7,Economically inactive: Long-term sick or disabled,237
N21000681,Dungannon_F,8,Economically inactive: Other,158
N21000681,Dungannon_F,-8,No code required,898
N21000682,Dungannon_G,1,Economically active: Employee (including full-time students),1069
N21000682,Dungannon_G,2,Economically active: Self-employed (including full-time students),301
N21000682,Dungannon_G,3,Economically active: Unemployed (including full-time students),48
N21000682,Dungannon_G,4,Economically inactive: Retired,387
N21000682,Dungannon_G,5,Economically inactive: Student,96
N21000682,Dungannon_G,6,Economically inactive: Looking after home or family,92
N21000682,Dungannon_G,7,Economically inactive: Long-term sick or disabled,110
N21000682,Dungannon_G,8,Economically inactive: Other,38
N21000682,Dungannon_G,-8,No code required,631
N21000683,Dungannon_H,1,Economically active: Employee (including full-time students),1221
N21000683,Dungannon_H,2,Economically active: Self-employed (including full-time students),123
N21000683,Dungannon_H,3,Economically active: Unemployed (including full-time students),64
N21000683,Dungannon_H,4,Economically inactive: Retired,460
N21000683,Dungannon_H,5,Economically inactive: Student,79
N21000683,Dungannon_H,6,Economically inactive: Looking after home or family,95
N21000683,Dungannon_H,7,Economically inactive: Long-term sick or disabled,135
N21000683,Dungannon_H,8,Economically inactive: Other,62
N21000683,Dungannon_H,-8,No code required,590
N21000684,Dungannon_J,1,Economically active: Employee (including full-time students),860
N21000684,Dungannon_J,2,Economically active: Self-employed (including full-time students),147
N21000684,Dungannon_J,3,Economically active: Unemployed (including full-time students),51
N21000684,Dungannon_J,4,Economically inactive: Retired,173
N21000684,Dungannon_J,5,Economically inactive: Student,58
N21000684,Dungannon_J,6,Economically inactive: Looking after home or family,69
N21000684,Dungannon_J,7,Economically inactive: Long-term sick or disabled,94
N21000684,Dungannon_J,8,Economically inactive: Other,38
N21000684,Dungannon_J,-8,No code required,452
N21000685,Dungannon_K,1,Economically active: Employee (including full-time students),677
N21000685,Dungannon_K,2,Economically active: Self-employed (including full-time students),198
N21000685,Dungannon_K,3,Economically active: Unemployed (including full-time students),29
N21000685,Dungannon_K,4,Economically inactive: Retired,219
N21000685,Dungannon_K,5,Economically inactive: Student,61
N21000685,Dungannon_K,6,Economically inactive: Looking after home or family,43
N21000685,Dungannon_K,7,Economically inactive: Long-term sick or disabled,54
N21000685,Dungannon_K,8,Economically inactive: Other,27
N21000685,Dungannon_K,-8,No code required,441
N21000686,Clogher_Valley_A,1,Economically active: Employee (including full-time students),1223
N21000686,Clogher_Valley_A,2,Economically active: Self-employed (including full-time students),257
N21000686,Clogher_Valley_A,3,Economically active: Unemployed (including full-time students),31
N21000686,Clogher_Valley_A,4,Economically inactive: Retired,382
N21000686,Clogher_Valley_A,5,Economically inactive: Student,78
N21000686,Clogher_Valley_A,6,Economically inactive: Looking after home or family,112
N21000686,Clogher_Valley_A,7,Economically inactive: Long-term sick or disabled,136
N21000686,Clogher_Valley_A,8,Economically inactive: Other,52
N21000686,Clogher_Valley_A,-8,No code required,657
N21000687,Clogher_Valley_B,1,Economically active: Employee (including full-time students),1302
N21000687,Clogher_Valley_B,2,Economically active: Self-employed (including full-time students),419
N21000687,Clogher_Valley_B,3,Economically active: Unemployed (including full-time students),60
N21000687,Clogher_Valley_B,4,Economically inactive: Retired,405
N21000687,Clogher_Valley_B,5,Economically inactive: Student,156
N21000687,Clogher_Valley_B,6,Economically inactive: Looking after home or family,152
N21000687,Clogher_Valley_B,7,Economically inactive: Long-term sick or disabled,156
N21000687,Clogher_Valley_B,8,Economically inactive: Other,88
N21000687,Clogher_Valley_B,-8,No code required,899
N21000688,Clogher_Valley_C,1,Economically active: Employee (including full-time students),675
N21000688,Clogher_Valley_C,2,Economically active: Self-employed (including full-time students),180
N21000688,Clogher_Valley_C,3,Economically active: Unemployed (including full-time students),26
N21000688,Clogher_Valley_C,4,Economically inactive: Retired,212
N21000688,Clogher_Valley_C,5,Economically inactive: Student,58
N21000688,Clogher_Valley_C,6,Economically inactive: Looking after home or family,49
N21000688,Clogher_Valley_C,7,Economically inactive: Long-term sick or disabled,75
N21000688,Clogher_Valley_C,8,Economically inactive: Other,51
N21000688,Clogher_Valley_C,-8,No code required,381
N21000689,Clogher_Valley_D,1,Economically active: Employee (including full-time students),1183
N21000689,Clogher_Valley_D,2,Economically active: Self-employed (including full-time students),358
N21000689,Clogher_Valley_D,3,Economically active: Unemployed (including full-time students),36
N21000689,Clogher_Valley_D,4,Economically inactive: Retired,373
N21000689,Clogher_Valley_D,5,Economically inactive: Student,115
N21000689,Clogher_Valley_D,6,Economically inactive: Looking after home or family,119
N21000689,Clogher_Valley_D,7,Economically inactive: Long-term sick or disabled,114
N21000689,Clogher_Valley_D,8,Economically inactive: Other,51
N21000689,Clogher_Valley_D,-8,No code required,734
N21000690,Clogher_Valley_E,1,Economically active: Employee (including full-time students),1534
N21000690,Clogher_Valley_E,2,Economically active: Self-employed (including full-time students),495
N21000690,Clogher_Valley_E,3,Economically active: Unemployed (including full-time students),55
N21000690,Clogher_Valley_E,4,Economically inactive: Retired,484
N21000690,Clogher_Valley_E,5,Economically inactive: Student,157
N21000690,Clogher_Valley_E,6,Economically inactive: Looking after home or family,124
N21000690,Clogher_Valley_E,7,Economically inactive: Long-term sick or disabled,126
N21000690,Clogher_Valley_E,8,Economically inactive: Other,84
N21000690,Clogher_Valley_E,-8,No code required,1017
N21000691,Clogher_Valley_F,1,Economically active: Employee (including full-time students),1140
N21000691,Clogher_Valley_F,2,Economically active: Self-employed (including full-time students),373
N21000691,Clogher_Valley_F,3,Economically active: Unemployed (including full-time students),44
N21000691,Clogher_Valley_F,4,Economically inactive: Retired,478
N21000691,Clogher_Valley_F,5,Economically inactive: Student,101
N21000691,Clogher_Valley_F,6,Economically inactive: Looking after home or family,114
N21000691,Clogher_Valley_F,7,Economically inactive: Long-term sick or disabled,123
N21000691,Clogher_Valley_F,8,Economically inactive: Other,61
N21000691,Clogher_Valley_F,-8,No code required,643
N21000692,Clogher_Valley_G,1,Economically active: Employee (including full-time students),815
N21000692,Clogher_Valley_G,2,Economically active: Self-employed (including full-time students),191
N21000692,Clogher_Valley_G,3,Economically active: Unemployed (including full-time students),29
N21000692,Clogher_Valley_G,4,Economically inactive: Retired,314
N21000692,Clogher_Valley_G,5,Economically inactive: Student,66
N21000692,Clogher_Valley_G,6,Economically inactive: Looking after home or family,100
N21000692,Clogher_Valley_G,7,Economically inactive: Long-term sick or disabled,93
N21000692,Clogher_Valley_G,8,Economically inactive: Other,41
N21000692,Clogher_Valley_G,-8,No code required,490
N21000693,Clogher_Valley_H,1,Economically active: Employee (including full-time students),557
N21000693,Clogher_Valley_H,2,Economically active: Self-employed (including full-time students),67
N21000693,Clogher_Valley_H,3,Economically active: Unemployed (including full-time students),30
N21000693,Clogher_Valley_H,4,Economically inactive: Retired,226
N21000693,Clogher_Valley_H,5,Economically inactive: Student,36
N21000693,Clogher_Valley_H,6,Economically inactive: Looking after home or family,52
N21000693,Clogher_Valley_H,7,Economically inactive: Long-term sick or disabled,83
N21000693,Clogher_Valley_H,8,Economically inactive: Other,44
N21000693,Clogher_Valley_H,-8,No code required,258
N21000694,Slieve_Gullion_A,1,Economically active: Employee (including full-time students),975
N21000694,Slieve_Gullion_A,2,Economically active: Self-employed (including full-time students),333
N21000694,Slieve_Gullion_A,3,Economically active: Unemployed (including full-time students),36
N21000694,Slieve_Gullion_A,4,Economically inactive: Retired,355
N21000694,Slieve_Gullion_A,5,Economically inactive: Student,105
N21000694,Slieve_Gullion_A,6,Economically inactive: Looking after home or family,103
N21000694,Slieve_Gullion_A,7,Economically inactive: Long-term sick or disabled,103
N21000694,Slieve_Gullion_A,8,Economically inactive: Other,35
N21000694,Slieve_Gullion_A,-8,No code required,600
N21000695,Slieve_Gullion_B,1,Economically active: Employee (including full-time students),671
N21000695,Slieve_Gullion_B,2,Economically active: Self-employed (including full-time students),170
N21000695,Slieve_Gullion_B,3,Economically active: Unemployed (including full-time students),52
N21000695,Slieve_Gullion_B,4,Economically inactive: Retired,229
N21000695,Slieve_Gullion_B,5,Economically inactive: Student,106
N21000695,Slieve_Gullion_B,6,Economically inactive: Looking after home or family,98
N21000695,Slieve_Gullion_B,7,Economically inactive: Long-term sick or disabled,112
N21000695,Slieve_Gullion_B,8,Economically inactive: Other,75
N21000695,Slieve_Gullion_B,-8,No code required,571
N21000696,Slieve_Gullion_C,1,Economically active: Employee (including full-time students),1227
N21000696,Slieve_Gullion_C,2,Economically active: Self-employed (including full-time students),184
N21000696,Slieve_Gullion_C,3,Economically active: Unemployed (including full-time students),55
N21000696,Slieve_Gullion_C,4,Economically inactive: Retired,297
N21000696,Slieve_Gullion_C,5,Economically inactive: Student,86
N21000696,Slieve_Gullion_C,6,Economically inactive: Looking after home or family,125
N21000696,Slieve_Gullion_C,7,Economically inactive: Long-term sick or disabled,155
N21000696,Slieve_Gullion_C,8,Economically inactive: Other,55
N21000696,Slieve_Gullion_C,-8,No code required,688
N21000697,Slieve_Gullion_D,1,Economically active: Employee (including full-time students),723
N21000697,Slieve_Gullion_D,2,Economically active: Self-employed (including full-time students),90
N21000697,Slieve_Gullion_D,3,Economically active: Unemployed (including full-time students),64
N21000697,Slieve_Gullion_D,4,Economically inactive: Retired,270
N21000697,Slieve_Gullion_D,5,Economically inactive: Student,88
N21000697,Slieve_Gullion_D,6,Economically inactive: Looking after home or family,202
N21000697,Slieve_Gullion_D,7,Economically inactive: Long-term sick or disabled,278
N21000697,Slieve_Gullion_D,8,Economically inactive: Other,92
N21000697,Slieve_Gullion_D,-8,No code required,589
N21000698,Slieve_Gullion_E,1,Economically active: Employee (including full-time students),914
N21000698,Slieve_Gullion_E,2,Economically active: Self-employed (including full-time students),165
N21000698,Slieve_Gullion_E,3,Economically active: Unemployed (including full-time students),68
N21000698,Slieve_Gullion_E,4,Economically inactive: Retired,433
N21000698,Slieve_Gullion_E,5,Economically inactive: Student,120
N21000698,Slieve_Gullion_E,6,Economically inactive: Looking after home or family,163
N21000698,Slieve_Gullion_E,7,Economically inactive: Long-term sick or disabled,210
N21000698,Slieve_Gullion_E,8,Economically inactive: Other,93
N21000698,Slieve_Gullion_E,-8,No code required,608
N21000699,Slieve_Gullion_F,1,Economically active: Employee (including full-time students),1264
N21000699,Slieve_Gullion_F,2,Economically active: Self-employed (including full-time students),300
N21000699,Slieve_Gullion_F,3,Economically active: Unemployed (including full-time students),75
N21000699,Slieve_Gullion_F,4,Economically inactive: Retired,434
N21000699,Slieve_Gullion_F,5,Economically inactive: Student,182
N21000699,Slieve_Gullion_F,6,Economically inactive: Looking after home or family,152
N21000699,Slieve_Gullion_F,7,Economically inactive: Long-term sick or disabled,149
N21000699,Slieve_Gullion_F,8,Economically inactive: Other,68
N21000699,Slieve_Gullion_F,-8,No code required,924
N21000700,Slieve_Gullion_G,1,Economically active: Employee (including full-time students),902
N21000700,Slieve_Gullion_G,2,Economically active: Self-employed (including full-time students),270
N21000700,Slieve_Gullion_G,3,Economically active: Unemployed (including full-time students),60
N21000700,Slieve_Gullion_G,4,Economically inactive: Retired,306
N21000700,Slieve_Gullion_G,5,Economically inactive: Student,182
N21000700,Slieve_Gullion_G,6,Economically inactive: Looking after home or family,128
N21000700,Slieve_Gullion_G,7,Economically inactive: Long-term sick or disabled,112
N21000700,Slieve_Gullion_G,8,Economically inactive: Other,68
N21000700,Slieve_Gullion_G,-8,No code required,734
N21000701,Slieve_Gullion_H,1,Economically active: Employee (including full-time students),1036
N21000701,Slieve_Gullion_H,2,Economically active: Self-employed (including full-time students),292
N21000701,Slieve_Gullion_H,3,Economically active: Unemployed (including full-time students),50
N21000701,Slieve_Gullion_H,4,Economically inactive: Retired,345
N21000701,Slieve_Gullion_H,5,Economically inactive: Student,175
N21000701,Slieve_Gullion_H,6,Economically inactive: Looking after home or family,156
N21000701,Slieve_Gullion_H,7,Economically inactive: Long-term sick or disabled,123
N21000701,Slieve_Gullion_H,8,Economically inactive: Other,92
N21000701,Slieve_Gullion_H,-8,No code required,789
N21000702,Slieve_Gullion_J,1,Economically active: Employee (including full-time students),622
N21000702,Slieve_Gullion_J,2,Economically active: Self-employed (including full-time students),127
N21000702,Slieve_Gullion_J,3,Economically active: Unemployed (including full-time students),39
N21000702,Slieve_Gullion_J,4,Economically inactive: Retired,203
N21000702,Slieve_Gullion_J,5,Economically inactive: Student,111
N21000702,Slieve_Gullion_J,6,Economically inactive: Looking after home or family,121
N21000702,Slieve_Gullion_J,7,Economically inactive: Long-term sick or disabled,131
N21000702,Slieve_Gullion_J,8,Economically inactive: Other,96
N21000702,Slieve_Gullion_J,-8,No code required,493
N21000703,Slieve_Gullion_K,1,Economically active: Employee (including full-time students),830
N21000703,Slieve_Gullion_K,2,Economically active: Self-employed (including full-time students),223
N21000703,Slieve_Gullion_K,3,Economically active: Unemployed (including full-time students),54
N21000703,Slieve_Gullion_K,4,Economically inactive: Retired,304
N21000703,Slieve_Gullion_K,5,Economically inactive: Student,142
N21000703,Slieve_Gullion_K,6,Economically inactive: Looking after home or family,165
N21000703,Slieve_Gullion_K,7,Economically inactive: Long-term sick or disabled,159
N21000703,Slieve_Gullion_K,8,Economically inactive: Other,115
N21000703,Slieve_Gullion_K,-8,No code required,731
N21000704,Slieve_Gullion_L,1,Economically active: Employee (including full-time students),852
N21000704,Slieve_Gullion_L,2,Economically active: Self-employed (including full-time students),185
N21000704,Slieve_Gullion_L,3,Economically active: Unemployed (including full-time students),59
N21000704,Slieve_Gullion_L,4,Economically inactive: Retired,277
N21000704,Slieve_Gullion_L,5,Economically inactive: Student,113
N21000704,Slieve_Gullion_L,6,Economically inactive: Looking after home or family,131
N21000704,Slieve_Gullion_L,7,Economically inactive: Long-term sick or disabled,107
N21000704,Slieve_Gullion_L,8,Economically inactive: Other,63
N21000704,Slieve_Gullion_L,-8,No code required,580
N21000705,Slieve_Gullion_N,1,Economically active: Employee (including full-time students),418
N21000705,Slieve_Gullion_N,2,Economically active: Self-employed (including full-time students),84
N21000705,Slieve_Gullion_N,3,Economically active: Unemployed (including full-time students),42
N21000705,Slieve_Gullion_N,4,Economically inactive: Retired,201
N21000705,Slieve_Gullion_N,5,Economically inactive: Student,71
N21000705,Slieve_Gullion_N,6,Economically inactive: Looking after home or family,115
N21000705,Slieve_Gullion_N,7,Economically inactive: Long-term sick or disabled,170
N21000705,Slieve_Gullion_N,8,Economically inactive: Other,83
N21000705,Slieve_Gullion_N,-8,No code required,390
N21000706,Newry_A,1,Economically active: Employee (including full-time students),1101
N21000706,Newry_A,2,Economically active: Self-employed (including full-time students),128
N21000706,Newry_A,3,Economically active: Unemployed (including full-time students),57
N21000706,Newry_A,4,Economically inactive: Retired,381
N21000706,Newry_A,5,Economically inactive: Student,90
N21000706,Newry_A,6,Economically inactive: Looking after home or family,148
N21000706,Newry_A,7,Economically inactive: Long-term sick or disabled,251
N21000706,Newry_A,8,Economically inactive: Other,80
N21000706,Newry_A,-8,No code required,548
N21000707,Newry_B,1,Economically active: Employee (including full-time students),921
N21000707,Newry_B,2,Economically active: Self-employed (including full-time students),123
N21000707,Newry_B,3,Economically active: Unemployed (including full-time students),43
N21000707,Newry_B,4,Economically inactive: Retired,331
N21000707,Newry_B,5,Economically inactive: Student,87
N21000707,Newry_B,6,Economically inactive: Looking after home or family,76
N21000707,Newry_B,7,Economically inactive: Long-term sick or disabled,89
N21000707,Newry_B,8,Economically inactive: Other,40
N21000707,Newry_B,-8,No code required,484
N21000708,Newry_C,1,Economically active: Employee (including full-time students),548
N21000708,Newry_C,2,Economically active: Self-employed (including full-time students),50
N21000708,Newry_C,3,Economically active: Unemployed (including full-time students),38
N21000708,Newry_C,4,Economically inactive: Retired,248
N21000708,Newry_C,5,Economically inactive: Student,55
N21000708,Newry_C,6,Economically inactive: Looking after home or family,105
N21000708,Newry_C,7,Economically inactive: Long-term sick or disabled,169
N21000708,Newry_C,8,Economically inactive: Other,66
N21000708,Newry_C,-8,No code required,306
N21000709,Newry_D,1,Economically active: Employee (including full-time students),845
N21000709,Newry_D,2,Economically active: Self-employed (including full-time students),143
N21000709,Newry_D,3,Economically active: Unemployed (including full-time students),33
N21000709,Newry_D,4,Economically inactive: Retired,377
N21000709,Newry_D,5,Economically inactive: Student,93
N21000709,Newry_D,6,Economically inactive: Looking after home or family,68
N21000709,Newry_D,7,Economically inactive: Long-term sick or disabled,96
N21000709,Newry_D,8,Economically inactive: Other,44
N21000709,Newry_D,-8,No code required,524
N21000710,Newry_E,1,Economically active: Employee (including full-time students),731
N21000710,Newry_E,2,Economically active: Self-employed (including full-time students),91
N21000710,Newry_E,3,Economically active: Unemployed (including full-time students),81
N21000710,Newry_E,4,Economically inactive: Retired,268
N21000710,Newry_E,5,Economically inactive: Student,81
N21000710,Newry_E,6,Economically inactive: Looking after home or family,156
N21000710,Newry_E,7,Economically inactive: Long-term sick or disabled,222
N21000710,Newry_E,8,Economically inactive: Other,120
N21000710,Newry_E,-8,No code required,413
N21000711,Newry_F,1,Economically active: Employee (including full-time students),681
N21000711,Newry_F,2,Economically active: Self-employed (including full-time students),80
N21000711,Newry_F,3,Economically active: Unemployed (including full-time students),60
N21000711,Newry_F,4,Economically inactive: Retired,178
N21000711,Newry_F,5,Economically inactive: Student,103
N21000711,Newry_F,6,Economically inactive: Looking after home or family,191
