,name,link,scrape_time,prices,price,relative_price
17000,Mcvitie's Gold Biscuit Bars 7 Pack 124G,https://www.tesco.com/groceries/en-GB/products/307155076,1687617588.519041,"['£1.25', '£10.08/kg']",1.25,£10.08/kg
17001,Kit Kat 2 Finger Caramel Chocolate Biscuit Bar 9 X 20.7G,https://www.tesco.com/groceries/en-GB/products/313612120,1687617588.5881312,"['£2.00', '£1.07/100g']",2.0,£1.07/100g
17002,Aero Melts Honeycomb 86G,https://www.tesco.com/groceries/en-GB/products/313614538,1687617588.656273,"['£1.35', '£1.57/100g']",1.35,£1.57/100g
17003,Tesco Organic Semi- Skimmed Milk 1.136L/2 Pints,https://www.tesco.com/groceries/en-GB/products/251499710,1687617596.53019,"['£1.65', '£1.45/litre']",1.65,£1.45/litre
17004,Robinsons Double Concentrate No Added Sugar Orange Squash 1.75L,https://www.tesco.com/groceries/en-GB/products/268344846,1687617596.6553621,"['£3.50', '£0.20/100ml']",3.5,£0.20/100ml
17005,Tesco Filtered Skimmed Milk 2 Litre,https://www.tesco.com/groceries/en-GB/products/253743128,1687617596.747904,"['£1.90', '£0.95/litre']",1.9,£0.95/litre
17006,Dr Pepper 2 Litre Bottle,https://www.tesco.com/groceries/en-GB/products/259059292,1687617596.8298528,"['£2.00', '£0.10/100ml']",2.0,£0.10/100ml
17007,Tesco Low Calorie Ginger Ale 1 Litre,https://www.tesco.com/groceries/en-GB/products/254857363,1687617596.9279418,"['£0.75', '£0.08/100ml']",0.75,£0.08/100ml
17008,Maison Castel Cotes Du Rhone Red 75Cl,https://www.tesco.com/groceries/en-GB/products/314308456,1687617596.995997,"['£8.00', '£8.00/75cl']",8.0,£8.00/75cl
17009,Shloer Rose 750Ml,https://www.tesco.com/groceries/en-GB/products/265642636,1687617597.094825,"['£2.65', '£0.35/100ml']",2.65,£0.35/100ml
17010,Tesco Organic Whole Milk 2.272L/4 Pints,https://www.tesco.com/groceries/en-GB/products/251500030,1687617597.183276,"['£2.15', '£0.95/litre']",2.15,£0.95/litre
17011,Ocean Spray Cranbery Classic Juice Drink 1Ltr,https://www.tesco.com/groceries/en-GB/products/254859384,1687617597.250773,"['£1.75', '£0.18/100ml']",1.75,£0.18/100ml
17012,7Up Zero Lemon & Lime 2L,https://www.tesco.com/groceries/en-GB/products/313840016,1687617597.317328,"['£1.85', '£0.09/100ml']",1.85,£0.09/100ml
17013,Birra Moretti 660Ml,https://www.tesco.com/groceries/en-GB/products/258288808,1687617597.3902552,"['£2.90', '£4.39/litre']",2.9,£4.39/litre
17014,Tesco Cranberry Juice Drink 1L,https://www.tesco.com/groceries/en-GB/products/256095926,1687617597.482071,"['£1.15', '£0.12/100ml']",1.15,£0.12/100ml
17015,Maison Castel Muscadet Sevre Et. Maine 750Ml,https://www.tesco.com/groceries/en-GB/products/313944844,1687617597.572365,"['£8.00', '£8.00/75cl']",8.0,£8.00/75cl
17016,Tesco Lemon & Lime Zero 2L,https://www.tesco.com/groceries/en-GB/products/272043262,1687617597.661931,"['£0.80', '£0.04/100ml']",0.8,£0.04/100ml
17017,Tesco No Added Sugar Cloudy Lemonade 2L Bottle,https://www.tesco.com/groceries/en-GB/products/254857518,1687617597.7369118,"['£0.80', '£0.04/100ml']",0.8,£0.04/100ml
17018,Stella Artois Lager 18X440ml,https://www.tesco.com/groceries/en-GB/products/307345928,1687617597.803814,"['£14.99', '£1.89/litre']",14.99,£1.89/litre
17019,Tesco Apple & Elderflower Sparkling Water 1 Litre,https://www.tesco.com/groceries/en-GB/products/284738142,1687617597.874924,"['£0.70', '£0.07/100ml']",0.7,£0.07/100ml
17020,Bella Cucina Prosecco 75Cl,https://www.tesco.com/groceries/en-GB/products/273782335,1687617597.9427788,"['£6.25', '£6.25/75cl']",6.25,£6.25/75cl
17021,Dino Trebbiano Pinot Grigio 75Cl,https://www.tesco.com/groceries/en-GB/products/263641986,1687617598.012491,"['£5.75', '£5.75/75cl']",5.75,£5.75/75cl
17022,Yellow Tail Jammy Red Roo 75Cl,https://www.tesco.com/groceries/en-GB/products/283507008,1687617598.083293,"['£7.25', '£7.25/75cl']",7.25,£7.25/75cl
17023,Tesco Semi Skimmed Longlife Milk 6X1l,https://www.tesco.com/groceries/en-GB/products/255026297,1687617598.192058,"['£5.80', '£0.97/litre']",5.8,£0.97/litre
17024,Barefoot Merlot 75Cl,https://www.tesco.com/groceries/en-GB/products/255417854,1687617598.2621891,"['£7.50', '£7.50/75cl']",7.5,£7.50/75cl
17025,Barefoot Pinot Grigio 75Cl,https://www.tesco.com/groceries/en-GB/products/266183202,1687617598.3296719,"['£7.50', '£7.50/75cl']",7.5,£7.50/75cl
17026,Highland Spring Still Water 6 X 1.5L,https://www.tesco.com/groceries/en-GB/products/259910442,1687617598.4002838,"['£4.00', '£0.04/100ml']",4.0,£0.04/100ml
17027,Cadbury Instant Hot Chocolate Cocoa Powder 400G,https://www.tesco.com/groceries/en-GB/products/254890627,1687617598.469693,"['£3.00', '£0.75/100g']",3.0,£0.75/100g
17028,The Famous Grouse Scotch Whisky 1 Litre,https://www.tesco.com/groceries/en-GB/products/255247939,1687617598.539291,"['£21.00', '£21.00/litre']",21.0,£21.00/litre
17029,Caparelli Italian Pinot Grigio 75Cl,https://www.tesco.com/groceries/en-GB/products/310188997,1687617598.633899,"['£4.75', '£4.75/75cl']",4.75,£4.75/75cl
17030,Vimto No Added Sugar Squash 2L,https://www.tesco.com/groceries/en-GB/products/278362600,1687617598.705524,"['£3.00', '£0.15/100ml']",3.0,£0.15/100ml
17031,Yorkshire 80 Teabags 250G,https://www.tesco.com/groceries/en-GB/products/254888441,1687617598.7989619,"['£3.30', '£1.32/100g']",3.3,£1.32/100g
17032,Crofters Apple Cider 5% 2L,https://www.tesco.com/groceries/en-GB/products/268607379,1687617598.8876202,"['£2.40', '£1.20/litre']",2.4,£1.20/litre
17033,Schweppes Canada Dry Ginger Ale 1Ltre,https://www.tesco.com/groceries/en-GB/products/257638733,1687617598.955748,"['£1.75', '£0.18/100ml']",1.75,£0.18/100ml
17034,Alpro Almond No Sugars Chilled Drink 1 Litre,https://www.tesco.com/groceries/en-GB/products/275067782,1687617599.022659,"['£2.10', '£2.10/litre']",2.1,£2.10/litre
17035,Tesco Elmhurst English Natural Mineral Sparkling Water 2L,https://www.tesco.com/groceries/en-GB/products/310138847,1687617599.152735,"['£0.80', '£0.04/100ml']",0.8,£0.04/100ml
17036,Tesco Strawberry Still Flavoured Water 1Ltr,https://www.tesco.com/groceries/en-GB/products/277144152,1687617599.219379,"['£0.70', '£0.07/100ml']",0.7,£0.07/100ml
17038,T.Low Calorie Indian Tonic Water With Elderflower 1L,https://www.tesco.com/groceries/en-GB/products/285019721,1687617599.434071,"['£0.75', '£0.08/100ml']",0.75,£0.08/100ml
17039,Cadbury Fair Trade Hot Chocolate Instant Stickpack 28G,https://www.tesco.com/groceries/en-GB/products/273566344,1687617599.501569,"['£0.30', '£1.07/100g']",0.3,£1.07/100g
17040,Tesco Still Pear & Plum Flavoured Water 1L,https://www.tesco.com/groceries/en-GB/products/301233097,1687617599.5744839,"['£0.70', '£0.07/100ml']",0.7,£0.07/100ml
17041,Vimto No Added Sugar Squash 1 Litre,https://www.tesco.com/groceries/en-GB/products/278362335,1687617599.642545,"['£2.00', '£0.20/100ml']",2.0,£0.20/100ml
17042,Tesco Quadruple Strength Cherries & Berries Squash No Added Sugar 1.5L,https://www.tesco.com/groceries/en-GB/products/310132030,1687617599.721633,"['£1.80', '£0.12/100ml']",1.8,£0.12/100ml
17043,Swizzels Squashies No Added Sugar Bubblegum Flavour Squash 1L,https://www.tesco.com/groceries/en-GB/products/313850937,1687617599.792945,"['£1.00', '£0.10/100ml']",1.0,£0.10/100ml
17044,Swizzels Refreshers Lemon No Added Sugar Squash 1L,https://www.tesco.com/groceries/en-GB/products/313378742,1687617599.8657038,"['£1.00', '£0.10/100ml']",1.0,£0.10/100ml
17045,Tesco 100% Squeezed & Pressed Orange & Mango Juice Not From Concentrate 1L,https://www.tesco.com/groceries/en-GB/products/264959141,1687617599.931621,"['£1.70', '£0.17/100ml']",1.7,£0.17/100ml
17046,Tesco No Added Sugar Smooth Cream Soda 2L,https://www.tesco.com/groceries/en-GB/products/268029441,1687617600.004558,"['£0.80', '£0.04/100ml']",0.8,£0.04/100ml
17047,Tesco No Added Sugar Fiery Ginger Beer 2L Bottle,https://www.tesco.com/groceries/en-GB/products/250891080,1687617600.0808918,"['£0.80', '£0.04/100ml']",0.8,£0.04/100ml
17048,Tesco No Added Sugar Pink Lemonade 2L,https://www.tesco.com/groceries/en-GB/products/280364555,1687617600.1524658,"['£0.80', '£0.04/100ml']",0.8,£0.04/100ml
17050,Growers Harvest Orange Juice With Bits 1L,https://www.tesco.com/groceries/en-GB/products/300474112,1687617600.2837272,"['£0.95', '£0.10/100ml']",0.95,£0.10/100ml
17051,Tesco 100% Forest Fruits Juice 1 Litre,https://www.tesco.com/groceries/en-GB/products/293945257,1687617606.6750789,"['£1.70', '£0.17/100ml']",1.7,£0.17/100ml
17052,Tesco Green Ginger Wine 70Cl Bottle,https://www.tesco.com/groceries/en-GB/products/255247605,1687617606.75118,"['£4.00', '£4.29/75cl']",4.0,£4.29/75cl
17053,Bella Cucina Asti Spumante 75Cl,https://www.tesco.com/groceries/en-GB/products/312211826,1687617606.829291,"['£5.75', '£5.75/75cl']",5.75,£5.75/75cl
17054,Tesco Quad Strength Lime Squash No Added Sugar 1.5L,https://www.tesco.com/groceries/en-GB/products/309747719,1687617606.902501,"['£1.80', '£0.12/100ml']",1.8,£0.12/100ml
17055,Badger Fursty Ferret 500Ml,https://www.tesco.com/groceries/en-GB/products/250053638,1687617606.972364,"['£2.00', '£4.00/litre']",2.0,£4.00/litre
17056,Tesco Cream Sherry 1L,https://www.tesco.com/groceries/en-GB/products/255246451,1687617607.0638452,"['£7.55', '£5.66/75cl']",7.55,£5.66/75cl
17057,Robinsons Lemon Squash No Added Sugar 1Ltr,https://www.tesco.com/groceries/en-GB/products/258935230,1687617607.1305978,"['£2.00', '£0.20/100ml']",2.0,£0.20/100ml
17058,Tesco Finest Chablis 75Cl,https://www.tesco.com/groceries/en-GB/products/303183780,1687617607.253226,"['£13.50', '£13.50/75cl']",13.5,£13.50/75cl
17059,Stoneleigh Sauvignon Blanc 750Ml,https://www.tesco.com/groceries/en-GB/products/309460667,1687617607.321599,"['£10.00', '£10.00/75cl']",10.0,£10.00/75cl
17060,Yellow Tail Malbec 75Cl,https://www.tesco.com/groceries/en-GB/products/293736545,1687617607.389206,"['£7.25', '£7.25/75cl']",7.25,£7.25/75cl
17061,Taylors L.B.V. Port 75Cl,https://www.tesco.com/groceries/en-GB/products/257356692,1687617607.4594119,"['£16.00', '£16.00/75cl']",16.0,£16.00/75cl
17062,Prestige De Calvet Cotes Du Rhone Villages 75Cl,https://www.tesco.com/groceries/en-GB/products/278418150,1687617607.5322082,"['£7.75', '£7.75/75cl']",7.75,£7.75/75cl
17063,Costa Signature Blend Coffee Beans 200G,https://www.tesco.com/groceries/en-GB/products/301218409,1687617607.6013062,"['£4.00', '£2.00/100g']",4.0,£2.00/100g
17064,Beavertown Neck Oil Session Ipa 4X330ml,https://www.tesco.com/groceries/en-GB/products/308838966,1687617607.671809,"['£8.00', '£6.06/litre']",8.0,£6.06/litre
17065,Kenco Decaff Instant Coffee Refill 150G,https://www.tesco.com/groceries/en-GB/products/282671188,1687617607.7424698,"['£4.75', '£3.17/100g']",4.75,£3.17/100g
17066,Fever-Tree Tonic Mediterranean 500Ml,https://www.tesco.com/groceries/en-GB/products/289287413,1687617607.8157141,"['£2.10', '£0.42/100ml']",2.1,£0.42/100ml
17067,Asahi Super Dry Lager Beer 500Ml,https://www.tesco.com/groceries/en-GB/products/314947321,1687617607.906129,"['£2.20', '£4.40/litre']",2.2,£4.40/litre
17068,San Pellegrino Sparkling Water 1L,https://www.tesco.com/groceries/en-GB/products/260170549,1687617607.9937322,"['£1.60', '£0.16/100ml']",1.6,£0.16/100ml
17069,Nescafe Dolce Gusto Cafe Au Lait Coffee Pods 16 Servings 160G,https://www.tesco.com/groceries/en-GB/products/282108148,1687617608.06076,"['£4.50', '£2.81/100g']",4.5,£2.81/100g
17070,Tropicana Pure Orange & Mango Fruit Juice 1.5L,https://www.tesco.com/groceries/en-GB/products/314299344,1687617608.149976,"['£4.50', '£0.30/100ml']",4.5,£0.30/100ml
17071,Tropicana Orange Juice With Extra Juicy Bits 1.5L,https://www.tesco.com/groceries/en-GB/products/314430391,1687617608.241855,"['£4.50', '£0.30/100ml']",4.5,£0.30/100ml
17072,Tropicana Smooth Orange Juice 1.5L,https://www.tesco.com/groceries/en-GB/products/313858318,1687617608.3301141,"['£4.50', '£0.30/100ml']",4.5,£0.30/100ml
17073,Innocent Kids Smoothie Peach Passion Fruit 4X150ml,https://www.tesco.com/groceries/en-GB/products/305528693,1687617608.4174132,"['£3.60', '£0.60/100ml']",3.6,£0.60/100ml
17074,Heineken 0.0 Alcohol Free Lager 6X330ml,https://www.tesco.com/groceries/en-GB/products/295710175,1687617608.514591,"['£4.45', '£2.25/litre']",4.45,£2.25/litre
17075,Robinsons Fruit & Barley Orange 1Ltr,https://www.tesco.com/groceries/en-GB/products/251563202,1687617608.586365,"['£2.00', '£0.20/100ml']",2.0,£0.20/100ml
17076,Coca Cola Regular 500Ml,https://www.tesco.com/groceries/en-GB/products/258458190,1687617608.654943,"['£1.85', '£0.37/100ml']",1.85,£0.37/100ml
17077,Ribena No Added Sugar Blackcurrant 850Ml,https://www.tesco.com/groceries/en-GB/products/287632688,1687617608.766338,"['£2.00', '£0.24/100ml']",2.0,£0.24/100ml
17078,Happy Monkey Chocolate Milkshake 3X200ml,https://www.tesco.com/groceries/en-GB/products/282572363,1687617608.832139,"['£1.20', '£0.20/100ml']",1.2,£0.20/100ml
17079,Stockwell & Co. Sweeteners 850S,https://www.tesco.com/groceries/en-GB/products/301051611,1687617608.899603,"['£0.98', '£0.00/each']",0.98,£0.00/each
17080,Tesco Quad Strength Apple Squash No Added Sugar 1.5L,https://www.tesco.com/groceries/en-GB/products/310105725,1687617608.969525,"['£1.80', '£0.12/100ml']",1.8,£0.12/100ml
17081,Tesco No Added Sugar Cranberry Raspberry Juice Drink 1 Litre,https://www.tesco.com/groceries/en-GB/products/278082620,1687617609.0383072,"['£1.15', '£0.12/100ml']",1.15,£0.12/100ml
17082,Theakston Old Peculier Ale Bottle 500Ml,https://www.tesco.com/groceries/en-GB/products/251113004,1687617609.127069,"['£2.00', '£4.00/litre']",2.0,£4.00/litre
17083,Taparoo Valley Australian Shiraz 75Cl,https://www.tesco.com/groceries/en-GB/products/309776927,1687617609.2237928,"['£4.25', '£4.25/75cl']",4.25,£4.25/75cl
17084,Tesco Water Splash Orange & Pineapple No Added Sugar Water 300Ml,https://www.tesco.com/groceries/en-GB/products/312573086,1687617609.2943559,"['£0.45', '£0.15/100ml']",0.45,£0.15/100ml
17085,Kingfisher Premium Lager 650Ml,https://www.tesco.com/groceries/en-GB/products/314428135,1687617609.4498508,"['£2.20', '£3.38/litre']",2.2,£3.38/litre
17086,Moet & Chandon Brut Imperial Non Vintage Champagne 75Cl,https://www.tesco.com/groceries/en-GB/products/255245509,1687617609.550334,"['£43.00', '£43.00/75cl']",43.0,£43.00/75cl
17087,Taylors Decaffeinated Ground Coffee 227G,https://www.tesco.com/groceries/en-GB/products/251786422,1687617609.6410828,"['£4.50', '£1.98/100g']",4.5,£1.98/100g
17088,Apothic Merlot 750Ml,https://www.tesco.com/groceries/en-GB/products/312848194,1687617609.74942,"['£9.50', '£9.50/75cl']",9.5,£9.50/75cl
17089,Fever Tree Light Mediterranean Tonic Water 15X150ml,https://www.tesco.com/groceries/en-GB/products/306930306,1687617609.822996,"['£8.25', '£0.37/100ml']",8.25,£0.37/100ml
17090,Apothic Red 75Cl,https://www.tesco.com/groceries/en-GB/products/278453199,1687617609.9019032,"['£9.50', '£9.50/75cl']",9.5,£9.50/75cl
17091,Fever Tree Light Tonic Water 15X150ml,https://www.tesco.com/groceries/en-GB/products/306934498,1687617609.971016,"['£8.25', '£0.37/100ml']",8.25,£0.37/100ml
17092,Stones Original Green Ginger Wine 70Cl,https://www.tesco.com/groceries/en-GB/products/255247726,1687617610.055579,"['£6.50', '£6.96/75cl']",6.5,£6.96/75cl
17093,Mcguigan Black Label Chardonnay 75Cl,https://www.tesco.com/groceries/en-GB/products/253238308,1687617610.1244118,"['£6.75', '£6.75/75cl']",6.75,£6.75/75cl
17094,Bundaberg Ginger Beer 4 X 375Ml,https://www.tesco.com/groceries/en-GB/products/300063823,1687617610.19487,"['£5.40', '£0.36/100ml']",5.4,£0.36/100ml
17095,Finca Las Moras Malbec 75Cl,https://www.tesco.com/groceries/en-GB/products/293702919,1687617610.3266208,"['£6.50', '£6.50/75cl']",6.5,£6.50/75cl
17096,Ovaltine Original Light Add Water 300G,https://www.tesco.com/groceries/en-GB/products/258491362,1687617610.442652,"['£3.85', '£1.28/100g']",3.85,£1.28/100g
17097,Twinings Earl Grey Decaffeinated 40 Tea Bags 100g,https://www.tesco.com/groceries/en-GB/products/313607616,1687617610.5653381,"['£3.59', '£3.59/100g']",3.59,£3.59/100g
17098,Mcguigan Reserve Cabernet Sauvignon 75Cl,https://www.tesco.com/groceries/en-GB/products/274683934,1687617610.637547,"['£7.25', '£7.25/75cl']",7.25,£7.25/75cl
17099,Paulaner Munich Hell Lager 500Ml,https://www.tesco.com/groceries/en-GB/products/260347883,1687617616.76739,"['£2.20', '£4.40/litre']",2.2,£4.40/litre
17100,Volvic Touch Of Fruit Strawberry 1.5Ltr,https://www.tesco.com/groceries/en-GB/products/262074735,1687617616.975775,"['£1.25', '£0.08/100ml']",1.25,£0.08/100ml
17101,Barefoot Pinot Grigio 187Ml,https://www.tesco.com/groceries/en-GB/products/289999757,1687617617.1225731,"['£2.25', '£9.02/75cl']",2.25,£9.02/75cl
17102,Tesco Pear Cider 4X440ml,https://www.tesco.com/groceries/en-GB/products/285592017,1687617617.217173,"['£2.40', '£1.36/litre']",2.4,£1.36/litre
17103,Lateral Chilean Cabernet Sauvignon 75Cl,https://www.tesco.com/groceries/en-GB/products/309776697,1687617617.286634,"['£4.39', '£4.39/75cl']",4.39,£4.39/75cl
17104,Lateral Chilean Sauvignon Blanc 75Cl,https://www.tesco.com/groceries/en-GB/products/309762448,1687617617.355434,"['£4.39', '£4.39/75cl']",4.39,£4.39/75cl
17105,Tesco Finest Chateauneuf Du Pape 75Cl,https://www.tesco.com/groceries/en-GB/products/254092414,1687617617.425308,"['£20.00', '£20.00/75cl']",20.0,£20.00/75cl
17106,Yorkshire Teabags 480'S 1.5Kg,https://www.tesco.com/groceries/en-GB/products/274133256,1687617617.493461,"['£12.50', '£0.83/100g']",12.5,£0.83/100g
17107,Innocent Energise Super Smoothie 750Ml,https://www.tesco.com/groceries/en-GB/products/305528318,1687617617.562143,"['£4.50', '£0.60/100ml']",4.5,£0.60/100ml
17108,Nescafe Dolce Gusto Cappuccino Light Coffee Pods 160G,https://www.tesco.com/groceries/en-GB/products/265313408,1687617617.629714,"['£4.50', '£2.81/100g']",4.5,£2.81/100g
17109,Tesco House Roast & Ground Coffee 227G,https://www.tesco.com/groceries/en-GB/products/299584812,1687617617.722943,"['£2.80', '£1.23/100g']",2.8,£1.23/100g
17110,Tesco Blue Spark 6X250ml,https://www.tesco.com/groceries/en-GB/products/276547834,1687617617.7971141,"['£3.30', '£0.22/100ml']",3.3,£0.22/100ml
17112,Au Vodka Pineapple Crush 330Ml,https://www.tesco.com/groceries/en-GB/products/314436874,1687617617.943595,"['£3.00', '£9.09/litre']",3.0,£9.09/litre
17113,Starbucks Sumatra Coffee Pods 10 Pack 55G,https://www.tesco.com/groceries/en-GB/products/304493139,1687617618.047486,"['£4.25', '£7.73/100g']",4.25,£7.73/100g
17114,Maison Castel Rose D'anjou 75Cl,https://www.tesco.com/groceries/en-GB/products/314429140,1687617618.1517582,"['£9.00', '£9.00/75cl']",9.0,£9.00/75cl
17115,Monster Ultra White Multipack 4 X 500Ml,https://www.tesco.com/groceries/en-GB/products/294085564,1687617618.2452211,"['£5.20', '£0.26/100ml']",5.2,£0.26/100ml
17116,Taylors Yorkshire Leaf Tea 250G,https://www.tesco.com/groceries/en-GB/products/250467652,1687617618.313673,"['£3.00', '£1.20/100g']",3.0,£1.20/100g
17117,Tesco Finest Costa Rican Instant Coffee 100G,https://www.tesco.com/groceries/en-GB/products/279429982,1687617618.385584,"['£3.35', '£3.35/100g']",3.35,£3.35/100g
17118,Birra Moretti Lager 4X330ml,https://www.tesco.com/groceries/en-GB/products/301839383,1687617618.457951,"['£6.50', '£4.92/litre']",6.5,£4.92/litre
17119,Yorkshire Tea Malty Biscuit Brew 40 Tea Bags 112G,https://www.tesco.com/groceries/en-GB/products/302275235,1687617618.548064,"['£2.40', '£2.14/100g']",2.4,£2.14/100g
17120,San Miguel 4X330ml,https://www.tesco.com/groceries/en-GB/products/258173382,1687617618.6230779,"['£5.00', '£3.79/litre']",5.0,£3.79/litre
17121,Cawston Press Brilliant Beetroot Juice 1L,https://www.tesco.com/groceries/en-GB/products/278083043,1687617618.690824,"['£2.90', '£0.29/100ml']",2.9,£0.29/100ml
17122,Kronenbourg 1664 Lager 4 X 568Ml,https://www.tesco.com/groceries/en-GB/products/292606534,1687617618.7812521,"['£6.00', '£2.64/litre']",6.0,£2.64/litre
17123,Tropicana Orange & Mango Juice 850Ml,https://www.tesco.com/groceries/en-GB/products/287294655,1687617618.857026,"['£3.25', '£0.38/100ml']",3.25,£0.38/100ml
17124,Alpro This Is Not M*Lk Whole Oat Drink 1 Litre,https://www.tesco.com/groceries/en-GB/products/310656320,1687617618.926147,"['£2.00', '£2.00/litre']",2.0,£2.00/litre
17125,Innocent Kids Apple Juice 4X150ml,https://www.tesco.com/groceries/en-GB/products/305530240,1687617618.999614,"['£3.60', '£0.60/100ml']",3.6,£0.60/100ml
17126,Eisberg Merlot Alcohol Free Wine 75Cl,https://www.tesco.com/groceries/en-GB/products/305972269,1687617619.092127,"['£3.25', '£3.25/75cl']",3.25,£3.25/75cl
17127,Dr Pepper 500Ml,https://www.tesco.com/groceries/en-GB/products/256867175,1687617619.1678872,"['£1.70', '£0.34/100ml']",1.7,£0.34/100ml
17128,Coke Zero 500 Ml,https://www.tesco.com/groceries/en-GB/products/260506661,1687617619.285692,"['£1.59', '£0.32/100ml']",1.59,£0.32/100ml
17129,Kopparberg Pear Cider 500Ml Bottle,https://www.tesco.com/groceries/en-GB/products/260554787,1687617619.4779909,"['£2.30', '£4.60/litre']",2.3,£4.60/litre
17130,The Real Milkshake Company Salted Caramel Flavoured Milk Drink 1L,https://www.tesco.com/groceries/en-GB/products/313860960,1687617619.570108,"['£1.85', '£0.18/100ml']",1.85,£0.18/100ml
17131,The Real Milkshake Company Chocolate Flavoured Milk Drink 1L,https://www.tesco.com/groceries/en-GB/products/314112670,1687617619.6610649,"['£1.85', '£0.18/100ml']",1.85,£0.18/100ml
17132,Blossom Hill White Zinfandel 18.7Cl,https://www.tesco.com/groceries/en-GB/products/264624255,1687617619.7551281,"['£2.10', '£8.42/75cl']",2.1,£8.42/75cl
17133,Coca Cola Classic 250Ml,https://www.tesco.com/groceries/en-GB/products/297132752,1687617619.85058,"['£1.00', '£0.40/100ml']",1.0,£0.40/100ml
17134,Blossom Hill Crisp & Fruity White 187Ml,https://www.tesco.com/groceries/en-GB/products/251820820,1687617619.979838,"['£2.10', '£8.42/75cl']",2.1,£8.42/75cl
17135,Tesco Scrumptious Strawberry Smoothie 3X200ml,https://www.tesco.com/groceries/en-GB/products/307155871,1687617620.076295,"['£1.70', '£0.28/100ml']",1.7,£0.28/100ml
17136,Lucozade Alert Tropical Burst 500Ml,https://www.tesco.com/groceries/en-GB/products/310135847,1687617620.14906,"['£1.55', '£0.31/100ml']",1.55,£0.31/100ml
17137,Fanta Zero Sugar Strawberry & Kiwi Drink 2L,https://www.tesco.com/groceries/en-GB/products/310105593,1687617620.2696671,"['£2.00', '£0.10/100ml']",2.0,£0.10/100ml
17138,Smirnoff Ice 70Cl,https://www.tesco.com/groceries/en-GB/products/255404798,1687617620.364793,"['£3.00', '£4.29/litre']",3.0,£4.29/litre
17139,Hardys Crest Cabernet Shiraz Merlot 187Ml,https://www.tesco.com/groceries/en-GB/products/305951323,1687617620.440341,"['£2.10', '£8.42/75cl']",2.1,£8.42/75cl
17140,Disaronno Velvet Liqueur 500Ml,https://www.tesco.com/groceries/en-GB/products/305832643,1687617620.5293329,"['£16.50', '£33.00/litre']",16.5,£33.00/litre
17141,Taylors Lazy Sunday Coffee Beans 227G,https://www.tesco.com/groceries/en-GB/products/264815317,1687617620.595598,"['£4.50', '£1.98/100g']",4.5,£1.98/100g
17142,Villa Maria Organic Earth Garden Sauvignon Blanc 75Cl,https://www.tesco.com/groceries/en-GB/products/309494609,1687617620.687527,"['£11.50', '£11.50/75cl']",11.5,£11.50/75cl
17144,Pukka Organic 3 Ginger 20 Tea Bags 36G,https://www.tesco.com/groceries/en-GB/products/264766979,1687617620.836576,"['£4.00', '£11.11/100g']",4.0,£11.11/100g
17145,Barefoot Cabernet Sauvignon 75Cl,https://www.tesco.com/groceries/en-GB/products/277053144,1687617620.911734,"['£7.50', '£7.50/75cl']",7.5,£7.50/75cl
17146,Malibu Strawberry Flavour Rum Liqueur 700Ml,https://www.tesco.com/groceries/en-GB/products/314705562,1687617620.986465,"['£16.00', '£22.86/litre']",16.0,£22.86/litre
17147,Tesco Finest Roast & Ground Coffee Sumatra Java Sumatra227g,https://www.tesco.com/groceries/en-GB/products/278856828,1687617626.97191,"['£3.90', '£1.72/100g']",3.9,£1.72/100g
17148,Cave Des Roches Cotes De Gascogne 75Cl,https://www.tesco.com/groceries/en-GB/products/311433012,1687617627.04735,"['£5.25', '£5.25/75cl']",5.25,£5.25/75cl
17149,Budweiser Budvar Original 6X330ml Cans,https://www.tesco.com/groceries/en-GB/products/300063282,1687617627.12348,"['£6.75', '£3.41/litre']",6.75,£3.41/litre
17150,Jack Daniels Tennessee Honey 70Cl,https://www.tesco.com/groceries/en-GB/products/274578121,1687617627.201754,"['£26.00', '£37.14/litre']",26.0,£37.14/litre
17151,Tyskie Lager Beer 4 X 500Ml,https://www.tesco.com/groceries/en-GB/products/310167236,1687617627.274731,"['£5.85', '£2.92/litre']",5.85,£2.92/litre
17152,Twinings Strong English Breakfast 80 Tea Bags 250G,https://www.tesco.com/groceries/en-GB/products/257375035,1687617627.347382,"['£5.30', '£2.12/100g']",5.3,£2.12/100g
17153,Old Mout Cider Pineapple Raspberry 10 X 330Ml,https://www.tesco.com/groceries/en-GB/products/302275949,1687617627.435581,"['£12.00', '£3.64/litre']",12.0,£3.64/litre
17154,Newcastle Brown Ale 4 X 500Ml Cans,https://www.tesco.com/groceries/en-GB/products/257513057,1687617627.551774,"['£6.00', '£3.00/litre']",6.0,£3.00/litre
17155,Vocation Brewery Life&Death Ipa 4X330ml Can,https://www.tesco.com/groceries/en-GB/products/301840870,1687617627.619485,"['£6.50', '£4.92/litre']",6.5,£4.92/litre
17156,TAYLORS ORGANIC P/MINT 20'S 50G,https://www.tesco.com/groceries/en-GB/products/276616638,1687617627.691484,"['£3.00', '£6.00/100g']",3.0,£6.00/100g
17157,Taylors of Harrogate Sweet Rhubarb Fruit Flavoured infusion 20 Tea bags 50g,https://www.tesco.com/groceries/en-GB/products/314435627,1687617627.766338,"['£3.00', '£6.00/100g']",3.0,£6.00/100g
